congruency,veracity,ano_true_false_unsure,said_yes,prop_yes,ResponseId,Group,Condition
incongruent,False,unsure,1,0.5,R_WBhq1WzAw824f9n,Belief,Control
incongruent,True,false,0,0.0,R_WBhq1WzAw824f9n,Belief,Control
incongruent,True,true,2,0.6666666666666666,R_WBhq1WzAw824f9n,Belief,Control
incongruent,True,unsure,3,0.6,R_WBhq1WzAw824f9n,Belief,Control
congruent,False,false,10,1.0,R_3gYFgI1pq594pz5,Belief,Forced
congruent,True,false,2,1.0,R_3gYFgI1pq594pz5,Belief,Forced
congruent,True,unsure,8,1.0,R_3gYFgI1pq594pz5,Belief,Forced
incongruent,False,false,8,1.0,R_3gYFgI1pq594pz5,Belief,Forced
incongruent,False,unsure,2,1.0,R_3gYFgI1pq594pz5,Belief,Forced
incongruent,True,false,2,1.0,R_3gYFgI1pq594pz5,Belief,Forced
incongruent,True,true,3,1.0,R_3gYFgI1pq594pz5,Belief,Forced
incongruent,True,unsure,5,1.0,R_3gYFgI1pq594pz5,Belief,Forced
congruent,False,false,0,0.0,R_2EtQqDtClY3baKp,Share,Optional
congruent,True,false,0,0.0,R_2EtQqDtClY3baKp,Share,Optional
congruent,True,unsure,0,0.0,R_2EtQqDtClY3baKp,Share,Optional
incongruent,False,false,0,0.0,R_2EtQqDtClY3baKp,Share,Optional
incongruent,False,unsure,0,0.0,R_2EtQqDtClY3baKp,Share,Optional
incongruent,True,false,0,0.0,R_2EtQqDtClY3baKp,Share,Optional
incongruent,True,true,0,0.0,R_2EtQqDtClY3baKp,Share,Optional
incongruent,True,unsure,0,0.0,R_2EtQqDtClY3baKp,Share,Optional
congruent,False,false,0,0.0,R_WuqmTwNtwse0jq9,Share,Forced
congruent,False,unsure,0,0.0,R_WuqmTwNtwse0jq9,Share,Forced
congruent,True,false,0,0.0,R_WuqmTwNtwse0jq9,Share,Forced
congruent,True,true,0,0.0,R_WuqmTwNtwse0jq9,Share,Forced
congruent,True,unsure,0,0.0,R_WuqmTwNtwse0jq9,Share,Forced
incongruent,False,false,0,0.0,R_WuqmTwNtwse0jq9,Share,Forced
incongruent,True,false,0,0.0,R_WuqmTwNtwse0jq9,Share,Forced
incongruent,True,unsure,2,0.25,R_WuqmTwNtwse0jq9,Share,Forced
congruent,False,false,3,0.375,R_1BYhYLviabPG4da,Share,Optional
congruent,False,unsure,0,0.0,R_1BYhYLviabPG4da,Share,Optional
congruent,True,false,2,1.0,R_1BYhYLviabPG4da,Share,Optional
congruent,True,true,3,1.0,R_1BYhYLviabPG4da,Share,Optional
congruent,True,unsure,4,0.8,R_1BYhYLviabPG4da,Share,Optional
incongruent,False,false,6,0.6,R_1BYhYLviabPG4da,Share,Optional
incongruent,True,false,0,0.0,R_1BYhYLviabPG4da,Share,Optional
incongruent,True,unsure,6,0.75,R_1BYhYLviabPG4da,Share,Optional
congruent,False,false,5,0.625,R_23dj3VKXQfPQZGW,Belief,Optional
congruent,False,unsure,2,1.0,R_23dj3VKXQfPQZGW,Belief,Optional
congruent,True,false,0,0.0,R_23dj3VKXQfPQZGW,Belief,Optional
congruent,True,true,0,0.0,R_23dj3VKXQfPQZGW,Belief,Optional
congruent,True,unsure,4,0.8,R_23dj3VKXQfPQZGW,Belief,Optional
incongruent,False,false,3,0.3,R_23dj3VKXQfPQZGW,Belief,Optional
incongruent,True,false,1,0.5,R_23dj3VKXQfPQZGW,Belief,Optional
incongruent,True,unsure,4,0.5,R_23dj3VKXQfPQZGW,Belief,Optional
congruent,False,false,0,0.0,R_2zUbwHdWOGrXRQL,Belief,Forced
congruent,False,unsure,0,0.0,R_2zUbwHdWOGrXRQL,Belief,Forced
congruent,True,false,0,0.0,R_2zUbwHdWOGrXRQL,Belief,Forced
congruent,True,true,3,1.0,R_2zUbwHdWOGrXRQL,Belief,Forced
congruent,True,unsure,0,0.0,R_2zUbwHdWOGrXRQL,Belief,Forced
incongruent,False,false,0,0.0,R_2zUbwHdWOGrXRQL,Belief,Forced
incongruent,True,false,0,0.0,R_2zUbwHdWOGrXRQL,Belief,Forced
incongruent,True,unsure,5,0.625,R_2zUbwHdWOGrXRQL,Belief,Forced
congruent,False,false,10,1.0,R_1GD35poM5mPq4t7,Share,Control
congruent,True,false,1,0.5,R_1GD35poM5mPq4t7,Share,Control
congruent,True,unsure,7,0.875,R_1GD35poM5mPq4t7,Share,Control
incongruent,False,false,6,0.75,R_1GD35poM5mPq4t7,Share,Control
incongruent,False,unsure,2,1.0,R_1GD35poM5mPq4t7,Share,Control
incongruent,True,false,2,1.0,R_1GD35poM5mPq4t7,Share,Control
incongruent,True,true,2,0.6666666666666666,R_1GD35poM5mPq4t7,Share,Control
incongruent,True,unsure,5,1.0,R_1GD35poM5mPq4t7,Share,Control
congruent,False,false,1,0.1,R_eu2TUlygF4adk9b,Belief,Optional
congruent,True,false,1,0.5,R_eu2TUlygF4adk9b,Belief,Optional
congruent,True,unsure,7,0.875,R_eu2TUlygF4adk9b,Belief,Optional
incongruent,False,false,1,0.125,R_eu2TUlygF4adk9b,Belief,Optional
incongruent,False,unsure,0,0.0,R_eu2TUlygF4adk9b,Belief,Optional
incongruent,True,false,0,0.0,R_eu2TUlygF4adk9b,Belief,Optional
incongruent,True,true,1,0.3333333333333333,R_eu2TUlygF4adk9b,Belief,Optional
incongruent,True,unsure,1,0.2,R_eu2TUlygF4adk9b,Belief,Optional
congruent,False,false,1,0.125,R_22J3RZPmBmAjJeN,Belief,Optional
congruent,False,unsure,2,1.0,R_22J3RZPmBmAjJeN,Belief,Optional
congruent,True,false,1,0.5,R_22J3RZPmBmAjJeN,Belief,Optional
congruent,True,true,3,1.0,R_22J3RZPmBmAjJeN,Belief,Optional
congruent,True,unsure,2,0.4,R_22J3RZPmBmAjJeN,Belief,Optional
incongruent,False,false,0,0.0,R_22J3RZPmBmAjJeN,Belief,Optional
incongruent,True,false,2,1.0,R_22J3RZPmBmAjJeN,Belief,Optional
incongruent,True,unsure,7,0.875,R_22J3RZPmBmAjJeN,Belief,Optional
congruent,False,false,8,1.0,R_vNxY9ESHdfKEsvf,Belief,Control
congruent,False,unsure,2,1.0,R_vNxY9ESHdfKEsvf,Belief,Control
congruent,True,false,2,1.0,R_vNxY9ESHdfKEsvf,Belief,Control
congruent,True,true,3,1.0,R_vNxY9ESHdfKEsvf,Belief,Control
congruent,True,unsure,5,1.0,R_vNxY9ESHdfKEsvf,Belief,Control
incongruent,False,false,10,1.0,R_vNxY9ESHdfKEsvf,Belief,Control
incongruent,True,false,2,1.0,R_vNxY9ESHdfKEsvf,Belief,Control
incongruent,True,unsure,8,1.0,R_vNxY9ESHdfKEsvf,Belief,Control
congruent,False,false,0,0.0,R_1pXWBtwy1T00tSK,Share,Control
congruent,False,unsure,0,0.0,R_1pXWBtwy1T00tSK,Share,Control
congruent,True,false,0,0.0,R_1pXWBtwy1T00tSK,Share,Control
congruent,True,true,0,0.0,R_1pXWBtwy1T00tSK,Share,Control
congruent,True,unsure,0,0.0,R_1pXWBtwy1T00tSK,Share,Control
incongruent,False,false,0,0.0,R_1pXWBtwy1T00tSK,Share,Control
incongruent,True,false,0,0.0,R_1pXWBtwy1T00tSK,Share,Control
incongruent,True,unsure,0,0.0,R_1pXWBtwy1T00tSK,Share,Control
congruent,False,false,4,0.4,R_2ROjxu015hI4B9k,Share,Forced
congruent,True,false,2,1.0,R_2ROjxu015hI4B9k,Share,Forced
congruent,True,unsure,8,1.0,R_2ROjxu015hI4B9k,Share,Forced
incongruent,False,false,0,0.0,R_2ROjxu015hI4B9k,Share,Forced
incongruent,False,unsure,0,0.0,R_2ROjxu015hI4B9k,Share,Forced
incongruent,True,false,0,0.0,R_2ROjxu015hI4B9k,Share,Forced
incongruent,True,true,3,1.0,R_2ROjxu015hI4B9k,Share,Forced
incongruent,True,unsure,4,0.8,R_2ROjxu015hI4B9k,Share,Forced
congruent,False,false,1,0.1,R_3qmqbUhdLIrC6oM,Belief,Control
congruent,True,false,1,0.5,R_3qmqbUhdLIrC6oM,Belief,Control
congruent,True,unsure,0,0.0,R_3qmqbUhdLIrC6oM,Belief,Control
incongruent,False,false,0,0.0,R_3qmqbUhdLIrC6oM,Belief,Control
incongruent,False,unsure,0,0.0,R_3qmqbUhdLIrC6oM,Belief,Control
incongruent,True,false,0,0.0,R_3qmqbUhdLIrC6oM,Belief,Control
incongruent,True,true,0,0.0,R_3qmqbUhdLIrC6oM,Belief,Control
incongruent,True,unsure,2,0.4,R_3qmqbUhdLIrC6oM,Belief,Control
congruent,False,false,8,1.0,R_2dfN656m4d1kQTZ,Share,Optional
congruent,False,unsure,2,1.0,R_2dfN656m4d1kQTZ,Share,Optional
congruent,True,false,2,1.0,R_2dfN656m4d1kQTZ,Share,Optional
congruent,True,true,3,1.0,R_2dfN656m4d1kQTZ,Share,Optional
congruent,True,unsure,5,1.0,R_2dfN656m4d1kQTZ,Share,Optional
incongruent,False,false,10,1.0,R_2dfN656m4d1kQTZ,Share,Optional
incongruent,True,false,2,1.0,R_2dfN656m4d1kQTZ,Share,Optional
incongruent,True,unsure,8,1.0,R_2dfN656m4d1kQTZ,Share,Optional
congruent,False,false,0,0.0,R_1lrGfI94VMAeOHv,Belief,Forced
congruent,False,unsure,0,0.0,R_1lrGfI94VMAeOHv,Belief,Forced
congruent,True,false,0,0.0,R_1lrGfI94VMAeOHv,Belief,Forced
congruent,True,true,2,0.6666666666666666,R_1lrGfI94VMAeOHv,Belief,Forced
congruent,True,unsure,2,0.4,R_1lrGfI94VMAeOHv,Belief,Forced
incongruent,False,false,0,0.0,R_1lrGfI94VMAeOHv,Belief,Forced
incongruent,True,false,1,0.5,R_1lrGfI94VMAeOHv,Belief,Forced
incongruent,True,unsure,3,0.375,R_1lrGfI94VMAeOHv,Belief,Forced
congruent,False,false,0,0.0,R_1dmHIC4Oj18agnp,Belief,Control
congruent,True,false,2,1.0,R_1dmHIC4Oj18agnp,Belief,Control
congruent,True,unsure,8,1.0,R_1dmHIC4Oj18agnp,Belief,Control
incongruent,False,false,1,0.125,R_1dmHIC4Oj18agnp,Belief,Control
incongruent,False,unsure,0,0.0,R_1dmHIC4Oj18agnp,Belief,Control
incongruent,True,false,1,0.5,R_1dmHIC4Oj18agnp,Belief,Control
incongruent,True,true,3,1.0,R_1dmHIC4Oj18agnp,Belief,Control
incongruent,True,unsure,2,0.4,R_1dmHIC4Oj18agnp,Belief,Control
congruent,False,false,8,1.0,R_07cyYzSmZ7T2uhH,Belief,Control
congruent,False,unsure,2,1.0,R_07cyYzSmZ7T2uhH,Belief,Control
congruent,True,false,2,1.0,R_07cyYzSmZ7T2uhH,Belief,Control
congruent,True,true,3,1.0,R_07cyYzSmZ7T2uhH,Belief,Control
congruent,True,unsure,5,1.0,R_07cyYzSmZ7T2uhH,Belief,Control
incongruent,False,false,10,1.0,R_07cyYzSmZ7T2uhH,Belief,Control
incongruent,True,false,2,1.0,R_07cyYzSmZ7T2uhH,Belief,Control
incongruent,True,unsure,8,1.0,R_07cyYzSmZ7T2uhH,Belief,Control
congruent,False,false,10,1.0,R_3CNtUyZVmzgRTVW,Share,Forced
congruent,True,false,2,1.0,R_3CNtUyZVmzgRTVW,Share,Forced
congruent,True,unsure,8,1.0,R_3CNtUyZVmzgRTVW,Share,Forced
incongruent,False,false,7,0.875,R_3CNtUyZVmzgRTVW,Share,Forced
incongruent,False,unsure,2,1.0,R_3CNtUyZVmzgRTVW,Share,Forced
incongruent,True,false,2,1.0,R_3CNtUyZVmzgRTVW,Share,Forced
incongruent,True,true,3,1.0,R_3CNtUyZVmzgRTVW,Share,Forced
incongruent,True,unsure,5,1.0,R_3CNtUyZVmzgRTVW,Share,Forced
congruent,False,false,5,0.5,R_RqRP0gbl3ncZYGJ,Belief,Control
congruent,True,false,2,1.0,R_RqRP0gbl3ncZYGJ,Belief,Control
congruent,True,unsure,8,1.0,R_RqRP0gbl3ncZYGJ,Belief,Control
incongruent,False,false,1,0.125,R_RqRP0gbl3ncZYGJ,Belief,Control
incongruent,False,unsure,0,0.0,R_RqRP0gbl3ncZYGJ,Belief,Control
incongruent,True,false,1,0.5,R_RqRP0gbl3ncZYGJ,Belief,Control
incongruent,True,true,1,0.3333333333333333,R_RqRP0gbl3ncZYGJ,Belief,Control
incongruent,True,unsure,4,0.8,R_RqRP0gbl3ncZYGJ,Belief,Control
congruent,False,false,8,0.8,R_3iyaLAHCShTLYjr,Share,Control
congruent,True,false,2,1.0,R_3iyaLAHCShTLYjr,Share,Control
congruent,True,unsure,4,0.5,R_3iyaLAHCShTLYjr,Share,Control
incongruent,False,false,6,0.75,R_3iyaLAHCShTLYjr,Share,Control
incongruent,False,unsure,1,0.5,R_3iyaLAHCShTLYjr,Share,Control
incongruent,True,false,1,0.5,R_3iyaLAHCShTLYjr,Share,Control
incongruent,True,true,2,0.6666666666666666,R_3iyaLAHCShTLYjr,Share,Control
incongruent,True,unsure,2,0.4,R_3iyaLAHCShTLYjr,Share,Control
congruent,False,false,3,0.375,R_2ykB2lgHx4OgNBx,Share,Control
congruent,False,unsure,1,0.5,R_2ykB2lgHx4OgNBx,Share,Control
congruent,True,false,1,0.5,R_2ykB2lgHx4OgNBx,Share,Control
congruent,True,true,1,0.3333333333333333,R_2ykB2lgHx4OgNBx,Share,Control
congruent,True,unsure,3,0.6,R_2ykB2lgHx4OgNBx,Share,Control
incongruent,False,false,5,0.5,R_2ykB2lgHx4OgNBx,Share,Control
incongruent,True,false,1,0.5,R_2ykB2lgHx4OgNBx,Share,Control
incongruent,True,unsure,1,0.125,R_2ykB2lgHx4OgNBx,Share,Control
congruent,False,false,10,1.0,R_Cabu56vgETr9BCN,Belief,Optional
congruent,True,false,2,1.0,R_Cabu56vgETr9BCN,Belief,Optional
congruent,True,unsure,8,1.0,R_Cabu56vgETr9BCN,Belief,Optional
incongruent,False,false,7,0.875,R_Cabu56vgETr9BCN,Belief,Optional
incongruent,False,unsure,2,1.0,R_Cabu56vgETr9BCN,Belief,Optional
incongruent,True,false,2,1.0,R_Cabu56vgETr9BCN,Belief,Optional
incongruent,True,true,3,1.0,R_Cabu56vgETr9BCN,Belief,Optional
incongruent,True,unsure,5,1.0,R_Cabu56vgETr9BCN,Belief,Optional
congruent,False,false,3,0.3,R_1DG236f8Cd5cekd,Share,Optional
congruent,True,false,2,1.0,R_1DG236f8Cd5cekd,Share,Optional
congruent,True,unsure,8,1.0,R_1DG236f8Cd5cekd,Share,Optional
incongruent,False,false,4,0.5,R_1DG236f8Cd5cekd,Share,Optional
incongruent,False,unsure,1,0.5,R_1DG236f8Cd5cekd,Share,Optional
incongruent,True,false,2,1.0,R_1DG236f8Cd5cekd,Share,Optional
incongruent,True,true,3,1.0,R_1DG236f8Cd5cekd,Share,Optional
incongruent,True,unsure,5,1.0,R_1DG236f8Cd5cekd,Share,Optional
congruent,False,false,8,1.0,R_2teV1drd2Qsw1kI,Share,Optional
congruent,False,unsure,2,1.0,R_2teV1drd2Qsw1kI,Share,Optional
congruent,True,false,2,1.0,R_2teV1drd2Qsw1kI,Share,Optional
congruent,True,true,3,1.0,R_2teV1drd2Qsw1kI,Share,Optional
congruent,True,unsure,5,1.0,R_2teV1drd2Qsw1kI,Share,Optional
incongruent,False,false,10,1.0,R_2teV1drd2Qsw1kI,Share,Optional
incongruent,True,false,2,1.0,R_2teV1drd2Qsw1kI,Share,Optional
incongruent,True,unsure,8,1.0,R_2teV1drd2Qsw1kI,Share,Optional
congruent,False,false,4,0.4,R_308N7OaeIPJCyuY,Share,Control
congruent,True,false,1,0.5,R_308N7OaeIPJCyuY,Share,Control
congruent,True,unsure,3,0.375,R_308N7OaeIPJCyuY,Share,Control
incongruent,False,false,3,0.375,R_308N7OaeIPJCyuY,Share,Control
incongruent,False,unsure,0,0.0,R_308N7OaeIPJCyuY,Share,Control
incongruent,True,false,1,0.5,R_308N7OaeIPJCyuY,Share,Control
incongruent,True,true,0,0.0,R_308N7OaeIPJCyuY,Share,Control
incongruent,True,unsure,4,0.8,R_308N7OaeIPJCyuY,Share,Control
congruent,False,false,8,1.0,R_2vcPGc7ZmMJY6t0,Share,Forced
congruent,False,unsure,2,1.0,R_2vcPGc7ZmMJY6t0,Share,Forced
congruent,True,false,2,1.0,R_2vcPGc7ZmMJY6t0,Share,Forced
congruent,True,true,3,1.0,R_2vcPGc7ZmMJY6t0,Share,Forced
congruent,True,unsure,5,1.0,R_2vcPGc7ZmMJY6t0,Share,Forced
incongruent,False,false,10,1.0,R_2vcPGc7ZmMJY6t0,Share,Forced
incongruent,True,false,2,1.0,R_2vcPGc7ZmMJY6t0,Share,Forced
incongruent,True,unsure,8,1.0,R_2vcPGc7ZmMJY6t0,Share,Forced
congruent,False,false,2,0.2,R_1lhLQwzqHxu5Kph,Belief,Control
congruent,True,false,1,0.5,R_1lhLQwzqHxu5Kph,Belief,Control
congruent,True,unsure,6,0.75,R_1lhLQwzqHxu5Kph,Belief,Control
incongruent,False,false,0,0.0,R_1lhLQwzqHxu5Kph,Belief,Control
incongruent,False,unsure,0,0.0,R_1lhLQwzqHxu5Kph,Belief,Control
incongruent,True,false,1,0.5,R_1lhLQwzqHxu5Kph,Belief,Control
incongruent,True,true,3,1.0,R_1lhLQwzqHxu5Kph,Belief,Control
incongruent,True,unsure,4,0.8,R_1lhLQwzqHxu5Kph,Belief,Control
congruent,False,false,1,0.1,R_2WMzn11ueTOGpE6,Belief,Optional
congruent,True,false,2,1.0,R_2WMzn11ueTOGpE6,Belief,Optional
congruent,True,unsure,8,1.0,R_2WMzn11ueTOGpE6,Belief,Optional
incongruent,False,false,0,0.0,R_2WMzn11ueTOGpE6,Belief,Optional
incongruent,False,unsure,0,0.0,R_2WMzn11ueTOGpE6,Belief,Optional
incongruent,True,false,1,0.5,R_2WMzn11ueTOGpE6,Belief,Optional
incongruent,True,true,3,1.0,R_2WMzn11ueTOGpE6,Belief,Optional
incongruent,True,unsure,5,1.0,R_2WMzn11ueTOGpE6,Belief,Optional
congruent,False,false,8,0.8,R_1FhvYfsDJx7Zeso,Belief,Forced
congruent,True,false,2,1.0,R_1FhvYfsDJx7Zeso,Belief,Forced
congruent,True,unsure,6,0.75,R_1FhvYfsDJx7Zeso,Belief,Forced
incongruent,False,false,3,0.375,R_1FhvYfsDJx7Zeso,Belief,Forced
incongruent,False,unsure,0,0.0,R_1FhvYfsDJx7Zeso,Belief,Forced
incongruent,True,false,0,0.0,R_1FhvYfsDJx7Zeso,Belief,Forced
incongruent,True,true,3,1.0,R_1FhvYfsDJx7Zeso,Belief,Forced
incongruent,True,unsure,3,0.6,R_1FhvYfsDJx7Zeso,Belief,Forced
congruent,False,false,5,0.625,R_BJTwwP50IUjaJEZ,Share,Forced
congruent,False,unsure,0,0.0,R_BJTwwP50IUjaJEZ,Share,Forced
congruent,True,false,2,1.0,R_BJTwwP50IUjaJEZ,Share,Forced
congruent,True,true,3,1.0,R_BJTwwP50IUjaJEZ,Share,Forced
congruent,True,unsure,2,0.4,R_BJTwwP50IUjaJEZ,Share,Forced
incongruent,False,false,3,0.3,R_BJTwwP50IUjaJEZ,Share,Forced
incongruent,True,false,0,0.0,R_BJTwwP50IUjaJEZ,Share,Forced
incongruent,True,unsure,4,0.5,R_BJTwwP50IUjaJEZ,Share,Forced
congruent,False,false,1,0.1,R_1ln0SAq3JiSAvfE,Belief,Control
congruent,True,false,0,0.0,R_1ln0SAq3JiSAvfE,Belief,Control
congruent,True,unsure,2,0.25,R_1ln0SAq3JiSAvfE,Belief,Control
incongruent,False,false,0,0.0,R_1ln0SAq3JiSAvfE,Belief,Control
incongruent,False,unsure,0,0.0,R_1ln0SAq3JiSAvfE,Belief,Control
incongruent,True,false,1,0.5,R_1ln0SAq3JiSAvfE,Belief,Control
incongruent,True,true,1,0.3333333333333333,R_1ln0SAq3JiSAvfE,Belief,Control
incongruent,True,unsure,0,0.0,R_1ln0SAq3JiSAvfE,Belief,Control
congruent,False,false,2,0.2,R_cPiD1GHHVhI2uYN,Share,Optional
congruent,True,false,1,0.5,R_cPiD1GHHVhI2uYN,Share,Optional
congruent,True,unsure,7,0.875,R_cPiD1GHHVhI2uYN,Share,Optional
incongruent,False,false,0,0.0,R_cPiD1GHHVhI2uYN,Share,Optional
incongruent,False,unsure,0,0.0,R_cPiD1GHHVhI2uYN,Share,Optional
incongruent,True,false,0,0.0,R_cPiD1GHHVhI2uYN,Share,Optional
incongruent,True,true,0,0.0,R_cPiD1GHHVhI2uYN,Share,Optional
incongruent,True,unsure,0,0.0,R_cPiD1GHHVhI2uYN,Share,Optional
congruent,False,false,1,0.125,R_2PAmBBKhEQjWe7U,Share,Control
congruent,False,unsure,0,0.0,R_2PAmBBKhEQjWe7U,Share,Control
congruent,True,false,0,0.0,R_2PAmBBKhEQjWe7U,Share,Control
congruent,True,true,0,0.0,R_2PAmBBKhEQjWe7U,Share,Control
congruent,True,unsure,0,0.0,R_2PAmBBKhEQjWe7U,Share,Control
incongruent,False,false,0,0.0,R_2PAmBBKhEQjWe7U,Share,Control
incongruent,True,false,0,0.0,R_2PAmBBKhEQjWe7U,Share,Control
incongruent,True,unsure,1,0.125,R_2PAmBBKhEQjWe7U,Share,Control
congruent,False,false,1,0.125,R_8C90zDTUxe13Dmp,Belief,Forced
congruent,False,unsure,0,0.0,R_8C90zDTUxe13Dmp,Belief,Forced
congruent,True,false,0,0.0,R_8C90zDTUxe13Dmp,Belief,Forced
congruent,True,true,3,1.0,R_8C90zDTUxe13Dmp,Belief,Forced
congruent,True,unsure,1,0.2,R_8C90zDTUxe13Dmp,Belief,Forced
incongruent,False,false,0,0.0,R_8C90zDTUxe13Dmp,Belief,Forced
incongruent,True,false,0,0.0,R_8C90zDTUxe13Dmp,Belief,Forced
incongruent,True,unsure,4,0.5,R_8C90zDTUxe13Dmp,Belief,Forced
congruent,False,false,0,0.0,R_0OfmcOD7OfArIGt,Share,Optional
congruent,False,unsure,0,0.0,R_0OfmcOD7OfArIGt,Share,Optional
congruent,True,false,0,0.0,R_0OfmcOD7OfArIGt,Share,Optional
congruent,True,true,0,0.0,R_0OfmcOD7OfArIGt,Share,Optional
congruent,True,unsure,0,0.0,R_0OfmcOD7OfArIGt,Share,Optional
incongruent,False,false,0,0.0,R_0OfmcOD7OfArIGt,Share,Optional
incongruent,True,false,0,0.0,R_0OfmcOD7OfArIGt,Share,Optional
incongruent,True,unsure,0,0.0,R_0OfmcOD7OfArIGt,Share,Optional
congruent,False,false,10,1.0,R_1qVtQuuFvDza0WB,Share,Forced
congruent,True,false,2,1.0,R_1qVtQuuFvDza0WB,Share,Forced
congruent,True,unsure,8,1.0,R_1qVtQuuFvDza0WB,Share,Forced
incongruent,False,false,8,1.0,R_1qVtQuuFvDza0WB,Share,Forced
incongruent,False,unsure,2,1.0,R_1qVtQuuFvDza0WB,Share,Forced
incongruent,True,false,2,1.0,R_1qVtQuuFvDza0WB,Share,Forced
incongruent,True,true,3,1.0,R_1qVtQuuFvDza0WB,Share,Forced
incongruent,True,unsure,5,1.0,R_1qVtQuuFvDza0WB,Share,Forced
congruent,False,false,0,0.0,R_3lAdkJskSYn5EiR,Share,Forced
congruent,False,unsure,0,0.0,R_3lAdkJskSYn5EiR,Share,Forced
congruent,True,false,0,0.0,R_3lAdkJskSYn5EiR,Share,Forced
congruent,True,true,0,0.0,R_3lAdkJskSYn5EiR,Share,Forced
congruent,True,unsure,0,0.0,R_3lAdkJskSYn5EiR,Share,Forced
incongruent,False,false,0,0.0,R_3lAdkJskSYn5EiR,Share,Forced
incongruent,True,false,0,0.0,R_3lAdkJskSYn5EiR,Share,Forced
incongruent,True,unsure,1,0.125,R_3lAdkJskSYn5EiR,Share,Forced
congruent,False,false,3,0.3,R_Tvcnrk1c7Vb690Z,Share,Control
congruent,True,false,2,1.0,R_Tvcnrk1c7Vb690Z,Share,Control
congruent,True,unsure,5,0.625,R_Tvcnrk1c7Vb690Z,Share,Control
incongruent,False,false,0,0.0,R_Tvcnrk1c7Vb690Z,Share,Control
incongruent,False,unsure,0,0.0,R_Tvcnrk1c7Vb690Z,Share,Control
incongruent,True,false,2,1.0,R_Tvcnrk1c7Vb690Z,Share,Control
incongruent,True,true,3,1.0,R_Tvcnrk1c7Vb690Z,Share,Control
incongruent,True,unsure,4,0.8,R_Tvcnrk1c7Vb690Z,Share,Control
congruent,False,false,1,0.1,R_x4VqIS2NoSkYAbD,Share,Forced
congruent,True,false,2,1.0,R_x4VqIS2NoSkYAbD,Share,Forced
congruent,True,unsure,4,0.5,R_x4VqIS2NoSkYAbD,Share,Forced
incongruent,False,false,3,0.375,R_x4VqIS2NoSkYAbD,Share,Forced
incongruent,False,unsure,0,0.0,R_x4VqIS2NoSkYAbD,Share,Forced
incongruent,True,false,0,0.0,R_x4VqIS2NoSkYAbD,Share,Forced
incongruent,True,true,0,0.0,R_x4VqIS2NoSkYAbD,Share,Forced
incongruent,True,unsure,1,0.2,R_x4VqIS2NoSkYAbD,Share,Forced
congruent,False,false,0,0.0,R_1g7R2s4nAJ4mSnj,Belief,Forced
congruent,False,unsure,0,0.0,R_1g7R2s4nAJ4mSnj,Belief,Forced
congruent,True,false,2,1.0,R_1g7R2s4nAJ4mSnj,Belief,Forced
congruent,True,true,3,1.0,R_1g7R2s4nAJ4mSnj,Belief,Forced
congruent,True,unsure,2,0.4,R_1g7R2s4nAJ4mSnj,Belief,Forced
incongruent,False,false,1,0.1,R_1g7R2s4nAJ4mSnj,Belief,Forced
incongruent,True,false,2,1.0,R_1g7R2s4nAJ4mSnj,Belief,Forced
incongruent,True,unsure,8,1.0,R_1g7R2s4nAJ4mSnj,Belief,Forced
congruent,False,false,3,0.3,R_3RpCmoNXC4F7yUK,Share,Forced
congruent,True,false,1,0.5,R_3RpCmoNXC4F7yUK,Share,Forced
congruent,True,unsure,4,0.5,R_3RpCmoNXC4F7yUK,Share,Forced
incongruent,False,false,3,0.375,R_3RpCmoNXC4F7yUK,Share,Forced
incongruent,False,unsure,1,0.5,R_3RpCmoNXC4F7yUK,Share,Forced
incongruent,True,false,0,0.0,R_3RpCmoNXC4F7yUK,Share,Forced
incongruent,True,true,0,0.0,R_3RpCmoNXC4F7yUK,Share,Forced
incongruent,True,unsure,3,0.6,R_3RpCmoNXC4F7yUK,Share,Forced
congruent,False,false,5,0.5,R_2ziKCl9cmqIoDQ5,Share,Forced
congruent,True,false,0,0.0,R_2ziKCl9cmqIoDQ5,Share,Forced
congruent,True,unsure,7,0.875,R_2ziKCl9cmqIoDQ5,Share,Forced
incongruent,False,false,5,0.625,R_2ziKCl9cmqIoDQ5,Share,Forced
incongruent,False,unsure,0,0.0,R_2ziKCl9cmqIoDQ5,Share,Forced
incongruent,True,false,0,0.0,R_2ziKCl9cmqIoDQ5,Share,Forced
incongruent,True,true,3,1.0,R_2ziKCl9cmqIoDQ5,Share,Forced
incongruent,True,unsure,3,0.6,R_2ziKCl9cmqIoDQ5,Share,Forced
congruent,False,false,8,1.0,R_zbWuFOVSVrG8BQl,Share,Forced
congruent,False,unsure,2,1.0,R_zbWuFOVSVrG8BQl,Share,Forced
congruent,True,false,2,1.0,R_zbWuFOVSVrG8BQl,Share,Forced
congruent,True,true,3,1.0,R_zbWuFOVSVrG8BQl,Share,Forced
congruent,True,unsure,5,1.0,R_zbWuFOVSVrG8BQl,Share,Forced
incongruent,False,false,10,1.0,R_zbWuFOVSVrG8BQl,Share,Forced
incongruent,True,false,2,1.0,R_zbWuFOVSVrG8BQl,Share,Forced
incongruent,True,unsure,8,1.0,R_zbWuFOVSVrG8BQl,Share,Forced
congruent,False,false,7,0.875,R_1jm6dEUMjoue3I1,Share,Control
congruent,False,unsure,1,0.5,R_1jm6dEUMjoue3I1,Share,Control
