congruency,veracity,ano_true_false_unsure,said_yes,prop_yes,ResponseId,Group,Condition
congruent,True,false,1,0.5,R_1mJGQEdTcEub9JK,Belief,Forced
congruent,True,true,2,0.6666666666666666,R_1mJGQEdTcEub9JK,Belief,Forced
congruent,True,unsure,3,0.6,R_1mJGQEdTcEub9JK,Belief,Forced
incongruent,False,false,0,0.0,R_1mJGQEdTcEub9JK,Belief,Forced
incongruent,True,false,2,1.0,R_1mJGQEdTcEub9JK,Belief,Forced
incongruent,True,unsure,2,0.25,R_1mJGQEdTcEub9JK,Belief,Forced
congruent,False,false,3,0.3,R_1OBL1arUUMu7VXD,Belief,Forced
congruent,True,false,2,1.0,R_1OBL1arUUMu7VXD,Belief,Forced
congruent,True,unsure,5,0.625,R_1OBL1arUUMu7VXD,Belief,Forced
incongruent,False,false,4,0.5,R_1OBL1arUUMu7VXD,Belief,Forced
incongruent,False,unsure,0,0.0,R_1OBL1arUUMu7VXD,Belief,Forced
incongruent,True,false,1,0.5,R_1OBL1arUUMu7VXD,Belief,Forced
incongruent,True,true,1,0.3333333333333333,R_1OBL1arUUMu7VXD,Belief,Forced
incongruent,True,unsure,1,0.2,R_1OBL1arUUMu7VXD,Belief,Forced
congruent,False,false,5,0.625,R_2wbEDow6ghVgv8K,Share,Control
congruent,False,unsure,0,0.0,R_2wbEDow6ghVgv8K,Share,Control
congruent,True,false,0,0.0,R_2wbEDow6ghVgv8K,Share,Control
congruent,True,true,3,1.0,R_2wbEDow6ghVgv8K,Share,Control
congruent,True,unsure,4,0.8,R_2wbEDow6ghVgv8K,Share,Control
incongruent,False,false,3,0.3,R_2wbEDow6ghVgv8K,Share,Control
incongruent,True,false,1,0.5,R_2wbEDow6ghVgv8K,Share,Control
incongruent,True,unsure,5,0.625,R_2wbEDow6ghVgv8K,Share,Control
congruent,False,false,0,0.0,R_3hgvRu58mshdRLf,Belief,Optional
congruent,False,unsure,1,0.5,R_3hgvRu58mshdRLf,Belief,Optional
congruent,True,false,2,1.0,R_3hgvRu58mshdRLf,Belief,Optional
congruent,True,true,3,1.0,R_3hgvRu58mshdRLf,Belief,Optional
congruent,True,unsure,4,0.8,R_3hgvRu58mshdRLf,Belief,Optional
incongruent,False,false,3,0.3,R_3hgvRu58mshdRLf,Belief,Optional
incongruent,True,false,2,1.0,R_3hgvRu58mshdRLf,Belief,Optional
incongruent,True,unsure,8,1.0,R_3hgvRu58mshdRLf,Belief,Optional
congruent,False,false,1,0.1,R_122VdH3MjD4Au49,Belief,Forced
congruent,True,false,1,0.5,R_122VdH3MjD4Au49,Belief,Forced
congruent,True,unsure,7,0.875,R_122VdH3MjD4Au49,Belief,Forced
incongruent,False,false,0,0.0,R_122VdH3MjD4Au49,Belief,Forced
incongruent,False,unsure,1,0.5,R_122VdH3MjD4Au49,Belief,Forced
incongruent,True,false,1,0.5,R_122VdH3MjD4Au49,Belief,Forced
incongruent,True,true,3,1.0,R_122VdH3MjD4Au49,Belief,Forced
incongruent,True,unsure,2,0.4,R_122VdH3MjD4Au49,Belief,Forced
congruent,False,false,1,0.1,R_3EG338pELahKD0o,Share,Control
congruent,True,false,0,0.0,R_3EG338pELahKD0o,Share,Control
congruent,True,unsure,3,0.375,R_3EG338pELahKD0o,Share,Control
incongruent,False,false,1,0.125,R_3EG338pELahKD0o,Share,Control
incongruent,False,unsure,0,0.0,R_3EG338pELahKD0o,Share,Control
incongruent,True,false,0,0.0,R_3EG338pELahKD0o,Share,Control
incongruent,True,true,0,0.0,R_3EG338pELahKD0o,Share,Control
incongruent,True,unsure,1,0.2,R_3EG338pELahKD0o,Share,Control
congruent,False,false,0,0.0,R_3hzhGQkbgwJV6jL,Share,Optional
congruent,False,unsure,0,0.0,R_3hzhGQkbgwJV6jL,Share,Optional
congruent,True,false,0,0.0,R_3hzhGQkbgwJV6jL,Share,Optional
congruent,True,true,3,1.0,R_3hzhGQkbgwJV6jL,Share,Optional
congruent,True,unsure,3,0.6,R_3hzhGQkbgwJV6jL,Share,Optional
incongruent,False,false,0,0.0,R_3hzhGQkbgwJV6jL,Share,Optional
incongruent,True,false,1,0.5,R_3hzhGQkbgwJV6jL,Share,Optional
incongruent,True,unsure,7,0.875,R_3hzhGQkbgwJV6jL,Share,Optional
congruent,False,false,4,0.5,R_210PxWRKSLdfsio,Belief,Forced
congruent,False,unsure,2,1.0,R_210PxWRKSLdfsio,Belief,Forced
congruent,True,false,0,0.0,R_210PxWRKSLdfsio,Belief,Forced
congruent,True,true,1,0.3333333333333333,R_210PxWRKSLdfsio,Belief,Forced
congruent,True,unsure,2,0.4,R_210PxWRKSLdfsio,Belief,Forced
incongruent,False,false,5,0.5,R_210PxWRKSLdfsio,Belief,Forced
incongruent,True,false,1,0.5,R_210PxWRKSLdfsio,Belief,Forced
incongruent,True,unsure,4,0.5,R_210PxWRKSLdfsio,Belief,Forced
congruent,False,false,2,0.25,R_1dBvCq9qLt52R5M,Share,Forced
congruent,False,unsure,2,1.0,R_1dBvCq9qLt52R5M,Share,Forced
congruent,True,false,1,0.5,R_1dBvCq9qLt52R5M,Share,Forced
congruent,True,true,3,1.0,R_1dBvCq9qLt52R5M,Share,Forced
congruent,True,unsure,4,0.8,R_1dBvCq9qLt52R5M,Share,Forced
incongruent,False,false,2,0.2,R_1dBvCq9qLt52R5M,Share,Forced
incongruent,True,false,1,0.5,R_1dBvCq9qLt52R5M,Share,Forced
incongruent,True,unsure,6,0.75,R_1dBvCq9qLt52R5M,Share,Forced
congruent,False,false,5,0.625,R_27lYzXmsql2PoAi,Share,Forced
congruent,False,unsure,2,1.0,R_27lYzXmsql2PoAi,Share,Forced
congruent,True,false,2,1.0,R_27lYzXmsql2PoAi,Share,Forced
congruent,True,true,3,1.0,R_27lYzXmsql2PoAi,Share,Forced
congruent,True,unsure,5,1.0,R_27lYzXmsql2PoAi,Share,Forced
incongruent,False,false,8,0.8,R_27lYzXmsql2PoAi,Share,Forced
incongruent,True,false,1,0.5,R_27lYzXmsql2PoAi,Share,Forced
incongruent,True,unsure,8,1.0,R_27lYzXmsql2PoAi,Share,Forced
congruent,False,false,0,0.0,R_3KPLdyugIfwSd9z,Belief,Optional
congruent,True,false,0,0.0,R_3KPLdyugIfwSd9z,Belief,Optional
congruent,True,unsure,7,0.875,R_3KPLdyugIfwSd9z,Belief,Optional
incongruent,False,false,0,0.0,R_3KPLdyugIfwSd9z,Belief,Optional
incongruent,False,unsure,0,0.0,R_3KPLdyugIfwSd9z,Belief,Optional
incongruent,True,false,1,0.5,R_3KPLdyugIfwSd9z,Belief,Optional
incongruent,True,true,3,1.0,R_3KPLdyugIfwSd9z,Belief,Optional
incongruent,True,unsure,2,0.4,R_3KPLdyugIfwSd9z,Belief,Optional
congruent,False,false,1,0.125,R_3EQBE0Hf6F0R5Xt,Share,Control
congruent,False,unsure,1,0.5,R_3EQBE0Hf6F0R5Xt,Share,Control
congruent,True,false,1,0.5,R_3EQBE0Hf6F0R5Xt,Share,Control
congruent,True,true,2,0.6666666666666666,R_3EQBE0Hf6F0R5Xt,Share,Control
congruent,True,unsure,4,0.8,R_3EQBE0Hf6F0R5Xt,Share,Control
incongruent,False,false,0,0.0,R_3EQBE0Hf6F0R5Xt,Share,Control
incongruent,True,false,0,0.0,R_3EQBE0Hf6F0R5Xt,Share,Control
incongruent,True,unsure,3,0.375,R_3EQBE0Hf6F0R5Xt,Share,Control
congruent,False,false,0,0.0,R_2UctEMW1AWw9u8y,Share,Optional
congruent,True,false,0,0.0,R_2UctEMW1AWw9u8y,Share,Optional
congruent,True,unsure,2,0.25,R_2UctEMW1AWw9u8y,Share,Optional
incongruent,False,false,0,0.0,R_2UctEMW1AWw9u8y,Share,Optional
incongruent,False,unsure,0,0.0,R_2UctEMW1AWw9u8y,Share,Optional
incongruent,True,false,0,0.0,R_2UctEMW1AWw9u8y,Share,Optional
incongruent,True,true,2,0.6666666666666666,R_2UctEMW1AWw9u8y,Share,Optional
incongruent,True,unsure,1,0.2,R_2UctEMW1AWw9u8y,Share,Optional
congruent,False,false,0,0.0,R_1Id4GumjlIAeWAb,Belief,Optional
congruent,False,unsure,0,0.0,R_1Id4GumjlIAeWAb,Belief,Optional
congruent,True,false,2,1.0,R_1Id4GumjlIAeWAb,Belief,Optional
congruent,True,true,3,1.0,R_1Id4GumjlIAeWAb,Belief,Optional
congruent,True,unsure,3,0.6,R_1Id4GumjlIAeWAb,Belief,Optional
incongruent,False,false,0,0.0,R_1Id4GumjlIAeWAb,Belief,Optional
incongruent,True,false,2,1.0,R_1Id4GumjlIAeWAb,Belief,Optional
incongruent,True,unsure,7,0.875,R_1Id4GumjlIAeWAb,Belief,Optional
congruent,False,false,0,0.0,R_a30nm1MdGgIPsAN,Share,Forced
congruent,False,unsure,0,0.0,R_a30nm1MdGgIPsAN,Share,Forced
congruent,True,false,0,0.0,R_a30nm1MdGgIPsAN,Share,Forced
congruent,True,true,0,0.0,R_a30nm1MdGgIPsAN,Share,Forced
congruent,True,unsure,0,0.0,R_a30nm1MdGgIPsAN,Share,Forced
incongruent,False,false,0,0.0,R_a30nm1MdGgIPsAN,Share,Forced
incongruent,True,false,0,0.0,R_a30nm1MdGgIPsAN,Share,Forced
incongruent,True,unsure,0,0.0,R_a30nm1MdGgIPsAN,Share,Forced
congruent,False,false,0,0.0,R_1jIWXuV1V5rYq9c,Share,Optional
congruent,False,unsure,0,0.0,R_1jIWXuV1V5rYq9c,Share,Optional
congruent,True,false,0,0.0,R_1jIWXuV1V5rYq9c,Share,Optional
congruent,True,true,0,0.0,R_1jIWXuV1V5rYq9c,Share,Optional
congruent,True,unsure,0,0.0,R_1jIWXuV1V5rYq9c,Share,Optional
incongruent,False,false,0,0.0,R_1jIWXuV1V5rYq9c,Share,Optional
incongruent,True,false,0,0.0,R_1jIWXuV1V5rYq9c,Share,Optional
incongruent,True,unsure,0,0.0,R_1jIWXuV1V5rYq9c,Share,Optional
congruent,False,false,1,0.1,R_3NVqKBrn2pphVIm,Share,Control
congruent,True,false,0,0.0,R_3NVqKBrn2pphVIm,Share,Control
congruent,True,unsure,0,0.0,R_3NVqKBrn2pphVIm,Share,Control
incongruent,False,false,0,0.0,R_3NVqKBrn2pphVIm,Share,Control
incongruent,False,unsure,0,0.0,R_3NVqKBrn2pphVIm,Share,Control
incongruent,True,false,0,0.0,R_3NVqKBrn2pphVIm,Share,Control
incongruent,True,true,0,0.0,R_3NVqKBrn2pphVIm,Share,Control
incongruent,True,unsure,0,0.0,R_3NVqKBrn2pphVIm,Share,Control
congruent,False,false,0,0.0,R_01HqgwHPHkEBhWp,Belief,Control
congruent,True,false,2,1.0,R_01HqgwHPHkEBhWp,Belief,Control
congruent,True,unsure,7,0.875,R_01HqgwHPHkEBhWp,Belief,Control
incongruent,False,false,0,0.0,R_01HqgwHPHkEBhWp,Belief,Control
incongruent,False,unsure,0,0.0,R_01HqgwHPHkEBhWp,Belief,Control
incongruent,True,false,1,0.5,R_01HqgwHPHkEBhWp,Belief,Control
incongruent,True,true,3,1.0,R_01HqgwHPHkEBhWp,Belief,Control
incongruent,True,unsure,2,0.4,R_01HqgwHPHkEBhWp,Belief,Control
congruent,False,false,0,0.0,R_3sgMa6hdya3LkaJ,Belief,Forced
congruent,True,false,0,0.0,R_3sgMa6hdya3LkaJ,Belief,Forced
congruent,True,unsure,4,0.5,R_3sgMa6hdya3LkaJ,Belief,Forced
incongruent,False,false,0,0.0,R_3sgMa6hdya3LkaJ,Belief,Forced
incongruent,False,unsure,0,0.0,R_3sgMa6hdya3LkaJ,Belief,Forced
incongruent,True,false,0,0.0,R_3sgMa6hdya3LkaJ,Belief,Forced
incongruent,True,true,3,1.0,R_3sgMa6hdya3LkaJ,Belief,Forced
incongruent,True,unsure,0,0.0,R_3sgMa6hdya3LkaJ,Belief,Forced
congruent,False,false,0,0.0,R_2CjF0aXFuLMi4tl,Share,Forced
congruent,False,unsure,0,0.0,R_2CjF0aXFuLMi4tl,Share,Forced
congruent,True,false,0,0.0,R_2CjF0aXFuLMi4tl,Share,Forced
congruent,True,true,0,0.0,R_2CjF0aXFuLMi4tl,Share,Forced
congruent,True,unsure,0,0.0,R_2CjF0aXFuLMi4tl,Share,Forced
incongruent,False,false,0,0.0,R_2CjF0aXFuLMi4tl,Share,Forced
incongruent,True,false,0,0.0,R_2CjF0aXFuLMi4tl,Share,Forced
incongruent,True,unsure,0,0.0,R_2CjF0aXFuLMi4tl,Share,Forced
congruent,False,false,1,0.125,R_Xvo8z5t74Yv8FBT,Belief,Forced
congruent,False,unsure,1,0.5,R_Xvo8z5t74Yv8FBT,Belief,Forced
congruent,True,false,1,0.5,R_Xvo8z5t74Yv8FBT,Belief,Forced
congruent,True,true,2,0.6666666666666666,R_Xvo8z5t74Yv8FBT,Belief,Forced
congruent,True,unsure,4,0.8,R_Xvo8z5t74Yv8FBT,Belief,Forced
incongruent,False,false,0,0.0,R_Xvo8z5t74Yv8FBT,Belief,Forced
incongruent,True,false,1,0.5,R_Xvo8z5t74Yv8FBT,Belief,Forced
incongruent,True,unsure,7,0.875,R_Xvo8z5t74Yv8FBT,Belief,Forced
congruent,False,false,0,0.0,R_1C8YT6j8jAtuNSu,Belief,Control
congruent,False,unsure,0,0.0,R_1C8YT6j8jAtuNSu,Belief,Control
congruent,True,false,2,1.0,R_1C8YT6j8jAtuNSu,Belief,Control
congruent,True,true,2,0.6666666666666666,R_1C8YT6j8jAtuNSu,Belief,Control
congruent,True,unsure,3,0.6,R_1C8YT6j8jAtuNSu,Belief,Control
incongruent,False,false,1,0.1,R_1C8YT6j8jAtuNSu,Belief,Control
incongruent,True,false,1,0.5,R_1C8YT6j8jAtuNSu,Belief,Control
incongruent,True,unsure,8,1.0,R_1C8YT6j8jAtuNSu,Belief,Control
congruent,False,false,0,0.0,R_r9L4y86KnHjO4H7,Share,Forced
congruent,True,false,0,0.0,R_r9L4y86KnHjO4H7,Share,Forced
congruent,True,unsure,0,0.0,R_r9L4y86KnHjO4H7,Share,Forced
incongruent,False,false,0,0.0,R_r9L4y86KnHjO4H7,Share,Forced
incongruent,False,unsure,0,0.0,R_r9L4y86KnHjO4H7,Share,Forced
incongruent,True,false,0,0.0,R_r9L4y86KnHjO4H7,Share,Forced
incongruent,True,true,1,0.3333333333333333,R_r9L4y86KnHjO4H7,Share,Forced
incongruent,True,unsure,1,0.2,R_r9L4y86KnHjO4H7,Share,Forced
congruent,False,false,7,0.875,R_9HxKjccqnAFCyCB,Share,Control
congruent,False,unsure,2,1.0,R_9HxKjccqnAFCyCB,Share,Control
congruent,True,false,2,1.0,R_9HxKjccqnAFCyCB,Share,Control
congruent,True,true,3,1.0,R_9HxKjccqnAFCyCB,Share,Control
congruent,True,unsure,5,1.0,R_9HxKjccqnAFCyCB,Share,Control
incongruent,False,false,9,0.9,R_9HxKjccqnAFCyCB,Share,Control
incongruent,True,false,2,1.0,R_9HxKjccqnAFCyCB,Share,Control
incongruent,True,unsure,7,0.875,R_9HxKjccqnAFCyCB,Share,Control
congruent,False,false,1,0.125,R_3p2SCBfNEGUMRKV,Belief,Control
congruent,False,unsure,2,1.0,R_3p2SCBfNEGUMRKV,Belief,Control
congruent,True,false,1,0.5,R_3p2SCBfNEGUMRKV,Belief,Control
congruent,True,true,2,0.6666666666666666,R_3p2SCBfNEGUMRKV,Belief,Control
congruent,True,unsure,2,0.4,R_3p2SCBfNEGUMRKV,Belief,Control
incongruent,False,false,0,0.0,R_3p2SCBfNEGUMRKV,Belief,Control
incongruent,True,false,2,1.0,R_3p2SCBfNEGUMRKV,Belief,Control
incongruent,True,unsure,0,0.0,R_3p2SCBfNEGUMRKV,Belief,Control
congruent,False,false,10,1.0,R_3Puyu81c1bV4hod,Share,Forced
congruent,True,false,2,1.0,R_3Puyu81c1bV4hod,Share,Forced
congruent,True,unsure,8,1.0,R_3Puyu81c1bV4hod,Share,Forced
incongruent,False,false,8,1.0,R_3Puyu81c1bV4hod,Share,Forced
incongruent,False,unsure,2,1.0,R_3Puyu81c1bV4hod,Share,Forced
incongruent,True,false,2,1.0,R_3Puyu81c1bV4hod,Share,Forced
incongruent,True,true,3,1.0,R_3Puyu81c1bV4hod,Share,Forced
incongruent,True,unsure,5,1.0,R_3Puyu81c1bV4hod,Share,Forced
congruent,False,false,3,0.375,R_1DVhprDW4bGYDIw,Share,Control
congruent,False,unsure,0,0.0,R_1DVhprDW4bGYDIw,Share,Control
congruent,True,false,2,1.0,R_1DVhprDW4bGYDIw,Share,Control
congruent,True,true,2,0.6666666666666666,R_1DVhprDW4bGYDIw,Share,Control
congruent,True,unsure,3,0.6,R_1DVhprDW4bGYDIw,Share,Control
incongruent,False,false,2,0.2,R_1DVhprDW4bGYDIw,Share,Control
incongruent,True,false,1,0.5,R_1DVhprDW4bGYDIw,Share,Control
incongruent,True,unsure,4,0.5,R_1DVhprDW4bGYDIw,Share,Control
congruent,False,false,4,0.4,R_1hygAIBkwNkD83i,Share,Forced
congruent,True,false,0,0.0,R_1hygAIBkwNkD83i,Share,Forced
congruent,True,unsure,5,0.625,R_1hygAIBkwNkD83i,Share,Forced
incongruent,False,false,0,0.0,R_1hygAIBkwNkD83i,Share,Forced
incongruent,False,unsure,0,0.0,R_1hygAIBkwNkD83i,Share,Forced
incongruent,True,false,0,0.0,R_1hygAIBkwNkD83i,Share,Forced
incongruent,True,true,0,0.0,R_1hygAIBkwNkD83i,Share,Forced
incongruent,True,unsure,2,0.4,R_1hygAIBkwNkD83i,Share,Forced
congruent,False,false,5,0.625,R_29lRTNDKHBgi4AF,Share,Control
congruent,False,unsure,1,0.5,R_29lRTNDKHBgi4AF,Share,Control
congruent,True,false,0,0.0,R_29lRTNDKHBgi4AF,Share,Control
congruent,True,true,1,0.3333333333333333,R_29lRTNDKHBgi4AF,Share,Control
congruent,True,unsure,2,0.4,R_29lRTNDKHBgi4AF,Share,Control
incongruent,False,false,3,0.3,R_29lRTNDKHBgi4AF,Share,Control
incongruent,True,false,0,0.0,R_29lRTNDKHBgi4AF,Share,Control
incongruent,True,unsure,0,0.0,R_29lRTNDKHBgi4AF,Share,Control
congruent,False,false,1,0.1,R_1mt7xId8XELW0U9,Belief,Forced
congruent,True,false,1,0.5,R_1mt7xId8XELW0U9,Belief,Forced
congruent,True,unsure,8,1.0,R_1mt7xId8XELW0U9,Belief,Forced
incongruent,False,false,1,0.125,R_1mt7xId8XELW0U9,Belief,Forced
incongruent,False,unsure,1,0.5,R_1mt7xId8XELW0U9,Belief,Forced
incongruent,True,false,1,0.5,R_1mt7xId8XELW0U9,Belief,Forced
incongruent,True,true,3,1.0,R_1mt7xId8XELW0U9,Belief,Forced
incongruent,True,unsure,5,1.0,R_1mt7xId8XELW0U9,Belief,Forced
congruent,False,false,0,0.0,R_26fiU1pJc2xwhqd,Belief,Control
congruent,False,unsure,0,0.0,R_26fiU1pJc2xwhqd,Belief,Control
congruent,True,false,1,0.5,R_26fiU1pJc2xwhqd,Belief,Control
congruent,True,true,3,1.0,R_26fiU1pJc2xwhqd,Belief,Control
congruent,True,unsure,4,0.8,R_26fiU1pJc2xwhqd,Belief,Control
incongruent,False,false,1,0.1,R_26fiU1pJc2xwhqd,Belief,Control
incongruent,True,false,1,0.5,R_26fiU1pJc2xwhqd,Belief,Control
incongruent,True,unsure,2,0.25,R_26fiU1pJc2xwhqd,Belief,Control
congruent,False,false,1,0.125,R_3PpMYQLw2V4OKk3,Belief,Optional
congruent,False,unsure,1,0.5,R_3PpMYQLw2V4OKk3,Belief,Optional
congruent,True,false,1,0.5,R_3PpMYQLw2V4OKk3,Belief,Optional
congruent,True,true,2,0.6666666666666666,R_3PpMYQLw2V4OKk3,Belief,Optional
congruent,True,unsure,3,0.6,R_3PpMYQLw2V4OKk3,Belief,Optional
incongruent,False,false,0,0.0,R_3PpMYQLw2V4OKk3,Belief,Optional
incongruent,True,false,1,0.5,R_3PpMYQLw2V4OKk3,Belief,Optional
incongruent,True,unsure,7,0.875,R_3PpMYQLw2V4OKk3,Belief,Optional
congruent,False,false,1,0.125,R_3D89pxydcznzCS3,Belief,Forced
congruent,False,unsure,1,0.5,R_3D89pxydcznzCS3,Belief,Forced
congruent,True,false,2,1.0,R_3D89pxydcznzCS3,Belief,Forced
congruent,True,true,3,1.0,R_3D89pxydcznzCS3,Belief,Forced
congruent,True,unsure,5,1.0,R_3D89pxydcznzCS3,Belief,Forced
incongruent,False,false,0,0.0,R_3D89pxydcznzCS3,Belief,Forced
incongruent,True,false,2,1.0,R_3D89pxydcznzCS3,Belief,Forced
incongruent,True,unsure,7,0.875,R_3D89pxydcznzCS3,Belief,Forced
congruent,False,false,1,0.125,R_1P8kK0Hth2XNjcO,Share,Control
congruent,False,unsure,0,0.0,R_1P8kK0Hth2XNjcO,Share,Control
congruent,True,false,0,0.0,R_1P8kK0Hth2XNjcO,Share,Control
congruent,True,true,1,0.3333333333333333,R_1P8kK0Hth2XNjcO,Share,Control
congruent,True,unsure,2,0.4,R_1P8kK0Hth2XNjcO,Share,Control
incongruent,False,false,4,0.4,R_1P8kK0Hth2XNjcO,Share,Control
incongruent,True,false,1,0.5,R_1P8kK0Hth2XNjcO,Share,Control
incongruent,True,unsure,1,0.125,R_1P8kK0Hth2XNjcO,Share,Control
congruent,False,false,3,0.375,R_2VsHc5QEZaxrvqe,Belief,Optional
congruent,False,unsure,0,0.0,R_2VsHc5QEZaxrvqe,Belief,Optional
congruent,True,false,0,0.0,R_2VsHc5QEZaxrvqe,Belief,Optional
congruent,True,true,2,0.6666666666666666,R_2VsHc5QEZaxrvqe,Belief,Optional
congruent,True,unsure,3,0.6,R_2VsHc5QEZaxrvqe,Belief,Optional
incongruent,False,false,4,0.4,R_2VsHc5QEZaxrvqe,Belief,Optional
incongruent,True,false,1,0.5,R_2VsHc5QEZaxrvqe,Belief,Optional
incongruent,True,unsure,4,0.5,R_2VsHc5QEZaxrvqe,Belief,Optional
congruent,False,false,8,1.0,R_bmFsMpmPn7XnKCZ,Share,Optional
congruent,False,unsure,2,1.0,R_bmFsMpmPn7XnKCZ,Share,Optional
congruent,True,false,2,1.0,R_bmFsMpmPn7XnKCZ,Share,Optional
congruent,True,true,3,1.0,R_bmFsMpmPn7XnKCZ,Share,Optional
congruent,True,unsure,5,1.0,R_bmFsMpmPn7XnKCZ,Share,Optional
incongruent,False,false,10,1.0,R_bmFsMpmPn7XnKCZ,Share,Optional
incongruent,True,false,2,1.0,R_bmFsMpmPn7XnKCZ,Share,Optional
incongruent,True,unsure,8,1.0,R_bmFsMpmPn7XnKCZ,Share,Optional
congruent,False,false,0,0.0,R_2EfSgQD5wnhzojF,Share,Control
congruent,False,unsure,0,0.0,R_2EfSgQD5wnhzojF,Share,Control
congruent,True,false,0,0.0,R_2EfSgQD5wnhzojF,Share,Control
congruent,True,true,0,0.0,R_2EfSgQD5wnhzojF,Share,Control
congruent,True,unsure,0,0.0,R_2EfSgQD5wnhzojF,Share,Control
incongruent,False,false,0,0.0,R_2EfSgQD5wnhzojF,Share,Control
incongruent,True,false,0,0.0,R_2EfSgQD5wnhzojF,Share,Control
incongruent,True,unsure,0,0.0,R_2EfSgQD5wnhzojF,Share,Control
congruent,False,false,8,1.0,R_0cyOhvM6UQhylfb,Share,Forced
congruent,False,unsure,2,1.0,R_0cyOhvM6UQhylfb,Share,Forced
congruent,True,false,2,1.0,R_0cyOhvM6UQhylfb,Share,Forced
congruent,True,true,3,1.0,R_0cyOhvM6UQhylfb,Share,Forced
congruent,True,unsure,5,1.0,R_0cyOhvM6UQhylfb,Share,Forced
incongruent,False,false,10,1.0,R_0cyOhvM6UQhylfb,Share,Forced
incongruent,True,false,2,1.0,R_0cyOhvM6UQhylfb,Share,Forced
incongruent,True,unsure,7,0.875,R_0cyOhvM6UQhylfb,Share,Forced
congruent,False,false,0,0.0,R_1ogXpBkPYywNk1i,Share,Control
congruent,False,unsure,0,0.0,R_1ogXpBkPYywNk1i,Share,Control
congruent,True,false,0,0.0,R_1ogXpBkPYywNk1i,Share,Control
congruent,True,true,0,0.0,R_1ogXpBkPYywNk1i,Share,Control
congruent,True,unsure,0,0.0,R_1ogXpBkPYywNk1i,Share,Control
incongruent,False,false,0,0.0,R_1ogXpBkPYywNk1i,Share,Control
incongruent,True,false,0,0.0,R_1ogXpBkPYywNk1i,Share,Control
incongruent,True,unsure,1,0.125,R_1ogXpBkPYywNk1i,Share,Control
congruent,False,false,3,0.375,R_1P8cpvVePKp5ygt,Share,Control
congruent,False,unsure,2,1.0,R_1P8cpvVePKp5ygt,Share,Control
congruent,True,false,1,0.5,R_1P8cpvVePKp5ygt,Share,Control
congruent,True,true,1,0.3333333333333333,R_1P8cpvVePKp5ygt,Share,Control
congruent,True,unsure,3,0.6,R_1P8cpvVePKp5ygt,Share,Control
incongruent,False,false,7,0.7,R_1P8cpvVePKp5ygt,Share,Control
incongruent,True,false,2,1.0,R_1P8cpvVePKp5ygt,Share,Control
incongruent,True,unsure,5,0.625,R_1P8cpvVePKp5ygt,Share,Control
congruent,False,false,4,0.4,R_1M6a1gNMUoqtgKr,Share,Optional
congruent,True,false,0,0.0,R_1M6a1gNMUoqtgKr,Share,Optional
congruent,True,unsure,5,0.625,R_1M6a1gNMUoqtgKr,Share,Optional
incongruent,False,false,5,0.625,R_1M6a1gNMUoqtgKr,Share,Optional
incongruent,False,unsure,1,0.5,R_1M6a1gNMUoqtgKr,Share,Optional
incongruent,True,false,0,0.0,R_1M6a1gNMUoqtgKr,Share,Optional
incongruent,True,true,1,0.3333333333333333,R_1M6a1gNMUoqtgKr,Share,Optional
incongruent,True,unsure,3,0.6,R_1M6a1gNMUoqtgKr,Share,Optional
congruent,False,false,8,1.0,R_3KH2HAUDMetEWk6,Share,Control
congruent,False,unsure,2,1.0,R_3KH2HAUDMetEWk6,Share,Control
congruent,True,false,2,1.0,R_3KH2HAUDMetEWk6,Share,Control
congruent,True,true,3,1.0,R_3KH2HAUDMetEWk6,Share,Control
congruent,True,unsure,5,1.0,R_3KH2HAUDMetEWk6,Share,Control
incongruent,False,false,10,1.0,R_3KH2HAUDMetEWk6,Share,Control
incongruent,True,false,2,1.0,R_3KH2HAUDMetEWk6,Share,Control
incongruent,True,unsure,8,1.0,R_3KH2HAUDMetEWk6,Share,Control
congruent,False,false,0,0.0,R_1exxCK75K38Vc7u,Belief,Optional
congruent,False,unsure,0,0.0,R_1exxCK75K38Vc7u,Belief,Optional
congruent,True,false,0,0.0,R_1exxCK75K38Vc7u,Belief,Optional
congruent,True,true,3,1.0,R_1exxCK75K38Vc7u,Belief,Optional
congruent,True,unsure,3,0.6,R_1exxCK75K38Vc7u,Belief,Optional
incongruent,False,false,0,0.0,R_1exxCK75K38Vc7u,Belief,Optional
incongruent,True,false,1,0.5,R_1exxCK75K38Vc7u,Belief,Optional
incongruent,True,unsure,8,1.0,R_1exxCK75K38Vc7u,Belief,Optional
congruent,False,false,0,0.0,R_0CmE8ILKb3rnkZj,Belief,Forced
congruent,False,unsure,0,0.0,R_0CmE8ILKb3rnkZj,Belief,Forced
congruent,True,false,0,0.0,R_0CmE8ILKb3rnkZj,Belief,Forced
congruent,True,true,3,1.0,R_0CmE8ILKb3rnkZj,Belief,Forced
congruent,True,unsure,4,0.8,R_0CmE8ILKb3rnkZj,Belief,Forced
incongruent,False,false,0,0.0,R_0CmE8ILKb3rnkZj,Belief,Forced
incongruent,True,false,1,0.5,R_0CmE8ILKb3rnkZj,Belief,Forced
incongruent,True,unsure,5,0.625,R_0CmE8ILKb3rnkZj,Belief,Forced
congruent,False,false,10,1.0,R_z68HjcscEM683OV,Share,Forced
congruent,True,false,2,1.0,R_z68HjcscEM683OV,Share,Forced
congruent,True,unsure,8,1.0,R_z68HjcscEM683OV,Share,Forced
