Group,option_cond,veracity,w_mean,w_95_ci
Belief,Opt_in,True,0.6912796525225526,0.03518388784425858
Belief,Opt_in,False,0.44072948328267475,0.06365575396977821
Belief,Opt_out,True,0.6762460709474629,0.04232715125351466
Belief,Opt_out,False,0.14605873261205565,0.03395382474540375
Share,Opt_in,True,0.5716045580535879,0.05681455333520907
Share,Opt_in,False,0.5236990387802453,0.06419070655903039
Share,Opt_out,True,0.23099850968703428,0.053988620178615845
Share,Opt_out,False,0.1475702184574231,0.0469321694745396
