Group,Condition,ResponseId,veracity,num_yes,prop_yes
Belief,Control,R_bIXGiXjPyziAvXr,False,0,0.0
Belief,Control,R_bIXGiXjPyziAvXr,True,0,0.0
Belief,Control,R_cAOjKlZkIuB8KHf,False,20,1.0
Belief,Control,R_cAOjKlZkIuB8KHf,True,20,1.0
Belief,Control,R_cunMkckrVig08N3,False,1,0.05
Belief,Control,R_cunMkckrVig08N3,True,9,0.45
Belief,Control,R_eA1mrTKPP2heA5r,False,14,0.7
Belief,Control,R_eA1mrTKPP2heA5r,True,13,0.65
Belief,Control,R_eL5VU8XzHiPxF2V,False,18,0.9
Belief,Control,R_eL5VU8XzHiPxF2V,True,15,0.75
Belief,Control,R_eXx7TmgtFagkw0x,False,6,0.3
Belief,Control,R_eXx7TmgtFagkw0x,True,14,0.7
Belief,Control,R_egFfuS2VXUONCtb,False,0,0.0
Belief,Control,R_egFfuS2VXUONCtb,True,18,0.9
Belief,Control,R_qDAh0sgBG390m41,False,0,0.0
Belief,Control,R_qDAh0sgBG390m41,True,14,0.7
Belief,Control,R_qEr50UIldInWrlv,False,0,0.0
Belief,Control,R_qEr50UIldInWrlv,True,10,0.5
Belief,Control,R_rkX84sf9sPn3zz3,False,8,0.4
Belief,Control,R_rkX84sf9sPn3zz3,True,17,0.85
Belief,Control,R_sZ6te35jBYGtRMl,False,20,1.0
Belief,Control,R_sZ6te35jBYGtRMl,True,20,1.0
Belief,Control,R_shVO4f09h6SioSZ,False,20,1.0
Belief,Control,R_shVO4f09h6SioSZ,True,20,1.0
Belief,Control,R_shzbYd41xuhjYcN,False,20,1.0
Belief,Control,R_shzbYd41xuhjYcN,True,20,1.0
Belief,Control,R_snhWL8qRPWBK2U9,False,5,0.25
Belief,Control,R_snhWL8qRPWBK2U9,True,14,0.7
Belief,Control,R_tRLACikonwi3YIx,False,16,0.8
Belief,Control,R_tRLACikonwi3YIx,True,17,0.85
Belief,Control,R_u34fjdmvTZOAFtT,False,1,0.05
Belief,Control,R_u34fjdmvTZOAFtT,True,12,0.6
Belief,Control,R_ukQRlY9UvvjRh3r,False,20,1.0
Belief,Control,R_ukQRlY9UvvjRh3r,True,20,1.0
Belief,Control,R_uqbhRxEVZ8HSfqV,False,11,0.55
Belief,Control,R_uqbhRxEVZ8HSfqV,True,16,0.8
Belief,Control,R_vNxY9ESHdfKEsvf,False,20,1.0
Belief,Control,R_vNxY9ESHdfKEsvf,True,20,1.0
Belief,Control,R_vqzrRGiC4dv3vAl,False,8,0.4
Belief,Control,R_vqzrRGiC4dv3vAl,True,15,0.75
Belief,Control,R_vwRdbJyIBiuRwbv,False,4,0.2
Belief,Control,R_vwRdbJyIBiuRwbv,True,10,0.5
Belief,Control,R_x3mmKeFGqRvQi4h,False,2,0.1
Belief,Control,R_x3mmKeFGqRvQi4h,True,17,0.85
Belief,Control,R_x5vpmGcx1gLavvz,False,0,0.0
Belief,Control,R_x5vpmGcx1gLavvz,True,9,0.45
Belief,Control,R_z265vP8gOZzHG0x,False,5,0.25
Belief,Control,R_z265vP8gOZzHG0x,True,16,0.8
Belief,Control,R_z6h5qm430igGXvz,False,0,0.0
Belief,Control,R_z6h5qm430igGXvz,True,16,0.8
Belief,Control,R_zZIFpy7JnbsRuRX,False,2,0.1
Belief,Control,R_zZIFpy7JnbsRuRX,True,19,0.95
Belief,Forced,R_0Bc1jBXENk4QsUx,False,0,0.0
Belief,Forced,R_0Bc1jBXENk4QsUx,True,15,0.75
Belief,Forced,R_0CmE8ILKb3rnkZj,False,0,0.0
Belief,Forced,R_0CmE8ILKb3rnkZj,True,13,0.65
Belief,Forced,R_10ovwYBaGM0xnls,False,14,0.7
Belief,Forced,R_10ovwYBaGM0xnls,True,12,0.6
Belief,Forced,R_11ZPkDGg71kZVkg,False,20,1.0
Belief,Forced,R_11ZPkDGg71kZVkg,True,15,0.75
Belief,Forced,R_11dVWuHHTU0HxYq,False,16,0.8
Belief,Forced,R_11dVWuHHTU0HxYq,True,19,0.95
Belief,Forced,R_122VdH3MjD4Au49,False,2,0.1
Belief,Forced,R_122VdH3MjD4Au49,True,14,0.7
Belief,Forced,R_12LSwS5ypWAjTcC,False,0,0.0
Belief,Forced,R_12LSwS5ypWAjTcC,True,10,0.5
Belief,Forced,R_12tGdxBqyCmFCPi,False,1,0.05
Belief,Forced,R_12tGdxBqyCmFCPi,True,3,0.15
Belief,Forced,R_1C44xhXMgiwpkSC,False,9,0.45
Belief,Forced,R_1C44xhXMgiwpkSC,True,9,0.45
Belief,Forced,R_1Cj70ollp5Ohhey,False,0,0.0
Belief,Forced,R_1Cj70ollp5Ohhey,True,15,0.75
Belief,Forced,R_1DT5X2Gw83KF49Z,False,2,0.1
Belief,Forced,R_1DT5X2Gw83KF49Z,True,9,0.45
Belief,Forced,R_1Ebb3TefBBok4kd,False,2,0.1
Belief,Forced,R_1Ebb3TefBBok4kd,True,9,0.45
Belief,Forced,R_1FQIv18sgzO04Uy,False,20,1.0
Belief,Forced,R_1FQIv18sgzO04Uy,True,20,1.0
Belief,Forced,R_1FSeb7hRTPsSltU,False,0,0.0
Belief,Forced,R_1FSeb7hRTPsSltU,True,1,0.05
Belief,Forced,R_1Fgi3oz8PbbYZaH,False,1,0.05
Belief,Forced,R_1Fgi3oz8PbbYZaH,True,12,0.6
Belief,Forced,R_1FhvYfsDJx7Zeso,False,11,0.55
Belief,Forced,R_1FhvYfsDJx7Zeso,True,14,0.7
Belief,Forced,R_1GVLFMYL8pQwRJE,False,17,0.85
Belief,Forced,R_1GVLFMYL8pQwRJE,True,13,0.65
Belief,Forced,R_1I6l3GHmiaif5XH,False,18,0.9
Belief,Forced,R_1I6l3GHmiaif5XH,True,18,0.9
Belief,Forced,R_1IK68ky1jZboYr4,False,20,1.0
Belief,Forced,R_1IK68ky1jZboYr4,True,20,1.0
Belief,Forced,R_1K27UHvZ2BeYEXU,False,11,0.55
Belief,Forced,R_1K27UHvZ2BeYEXU,True,17,0.85
Belief,Forced,R_1K8qHl2DnKMhmL9,False,15,0.75
Belief,Forced,R_1K8qHl2DnKMhmL9,True,15,0.75
Belief,Forced,R_1KfpX18HYqwqFPb,False,20,1.0
Belief,Forced,R_1KfpX18HYqwqFPb,True,20,1.0
Belief,Forced,R_1KpUp2fx6UU8z5R,False,14,0.7
Belief,Forced,R_1KpUp2fx6UU8z5R,True,14,0.7
Belief,Forced,R_1KvzkF91snBbWep,False,3,0.15
Belief,Forced,R_1KvzkF91snBbWep,True,18,0.9
Belief,Forced,R_1Kw0IOKmSFpKjgE,False,7,0.35
Belief,Forced,R_1Kw0IOKmSFpKjgE,True,9,0.45
Belief,Forced,R_1LSS3tbya0TnWNF,False,0,0.0
Belief,Forced,R_1LSS3tbya0TnWNF,True,14,0.7
Belief,Forced,R_1M0bvNBcJhkUGSd,False,0,0.0
Belief,Forced,R_1M0bvNBcJhkUGSd,True,10,0.5
Belief,Forced,R_1N4FgTiVCWWARFc,False,3,0.15
Belief,Forced,R_1N4FgTiVCWWARFc,True,12,0.6
Belief,Forced,R_1N9WO1Ru9up4Q5o,False,0,0.0
Belief,Forced,R_1N9WO1Ru9up4Q5o,True,11,0.55
Belief,Forced,R_1NrDVyQDrmeD3Mp,False,1,0.05
Belief,Forced,R_1NrDVyQDrmeD3Mp,True,9,0.45
Belief,Forced,R_1Nt5XLGcv51FQGG,False,15,0.75
Belief,Forced,R_1Nt5XLGcv51FQGG,True,14,0.7
Belief,Forced,R_1OBL1arUUMu7VXD,False,7,0.35
Belief,Forced,R_1OBL1arUUMu7VXD,True,10,0.5
Belief,Forced,R_1PRuWtRRwTlzhm9,False,8,0.4
Belief,Forced,R_1PRuWtRRwTlzhm9,True,16,0.8
Belief,Forced,R_1Q4x1LBIyOnNDz2,False,6,0.3
Belief,Forced,R_1Q4x1LBIyOnNDz2,True,13,0.65
Belief,Forced,R_1QFN8CELXvCayVm,False,3,0.15
Belief,Forced,R_1QFN8CELXvCayVm,True,12,0.6
Belief,Forced,R_1Qn4Hy0DGFRLPtx,False,0,0.0
Belief,Forced,R_1Qn4Hy0DGFRLPtx,True,3,0.15
Belief,Forced,R_1cU29NEUV6sSSps,False,0,0.0
Belief,Forced,R_1cU29NEUV6sSSps,True,17,0.85
Belief,Forced,R_1d46m6JbN0eILTz,False,0,0.0
Belief,Forced,R_1d46m6JbN0eILTz,True,12,0.6
Belief,Forced,R_1f33GggvEmy91BO,False,13,0.65
Belief,Forced,R_1f33GggvEmy91BO,True,17,0.85
Belief,Forced,R_1fiTy03KsbADHDL,False,20,1.0
Belief,Forced,R_1fiTy03KsbADHDL,True,20,1.0
Belief,Forced,R_1g0ycN2jU5tQwgP,False,12,0.6
Belief,Forced,R_1g0ycN2jU5tQwgP,True,15,0.75
Belief,Forced,R_1g7R2s4nAJ4mSnj,False,1,0.05
Belief,Forced,R_1g7R2s4nAJ4mSnj,True,17,0.85
Belief,Forced,R_1gnppA8ylM8xV72,False,4,0.2
Belief,Forced,R_1gnppA8ylM8xV72,True,14,0.7
Belief,Forced,R_1hGx37e920y6O0Z,False,0,0.0
Belief,Forced,R_1hGx37e920y6O0Z,True,12,0.6
Belief,Forced,R_1isWCjIMTWijjF6,False,12,0.6
Belief,Forced,R_1isWCjIMTWijjF6,True,11,0.55
Belief,Forced,R_1jfgBSlaobMCkAP,False,5,0.25
Belief,Forced,R_1jfgBSlaobMCkAP,True,15,0.75
Belief,Forced,R_1lnueOyMCaiJI8z,False,10,0.5
Belief,Forced,R_1lnueOyMCaiJI8z,True,14,0.7
Belief,Forced,R_1lrGfI94VMAeOHv,False,0,0.0
Belief,Forced,R_1lrGfI94VMAeOHv,True,8,0.4
Belief,Forced,R_1mJGQEdTcEub9JK,False,0,0.0
Belief,Forced,R_1mJGQEdTcEub9JK,True,10,0.5
Belief,Forced,R_1mt7xId8XELW0U9,False,3,0.15
Belief,Forced,R_1mt7xId8XELW0U9,True,18,0.9
Belief,Forced,R_1nPhEMmBxXKOhft,False,20,1.0
Belief,Forced,R_1nPhEMmBxXKOhft,True,20,1.0
Belief,Forced,R_1pAkGKfwM64anj9,False,1,0.05
Belief,Forced,R_1pAkGKfwM64anj9,True,13,0.65
Belief,Forced,R_1pApkjnZPCuatRn,False,20,1.0
Belief,Forced,R_1pApkjnZPCuatRn,True,20,1.0
Belief,Forced,R_1pEe5sw91iWEtur,False,0,0.0
Belief,Forced,R_1pEe5sw91iWEtur,True,7,0.35
Belief,Forced,R_1pyWdNPP6n1NB0Z,False,4,0.2
Belief,Forced,R_1pyWdNPP6n1NB0Z,True,19,0.95
Belief,Forced,R_1qepZ5ftz0nD02P,False,3,0.15
Belief,Forced,R_1qepZ5ftz0nD02P,True,14,0.7
Belief,Forced,R_1qgrGJgYyIZXy6q,False,0,0.0
Belief,Forced,R_1qgrGJgYyIZXy6q,True,13,0.65
Belief,Forced,R_1r0yU00xf162su3,False,1,0.05
Belief,Forced,R_1r0yU00xf162su3,True,15,0.75
Belief,Forced,R_1r9eJlEm7zQPtWY,False,11,0.55
Belief,Forced,R_1r9eJlEm7zQPtWY,True,13,0.65
Belief,Forced,R_1r9pHha4rUJZqku,False,0,0.0
Belief,Forced,R_1r9pHha4rUJZqku,True,9,0.45
Belief,Forced,R_1rJGNGHOvpIMz25,False,1,0.05
Belief,Forced,R_1rJGNGHOvpIMz25,True,13,0.65
Belief,Forced,R_1rdhoZw7el65nfB,False,0,0.0
Belief,Forced,R_1rdhoZw7el65nfB,True,12,0.6
Belief,Forced,R_1rk9GR5EW4dDm1i,False,20,1.0
Belief,Forced,R_1rk9GR5EW4dDm1i,True,18,0.9
Belief,Forced,R_20STv6lIzKN9VgL,False,19,0.95
Belief,Forced,R_20STv6lIzKN9VgL,True,20,1.0
Belief,Forced,R_20TcMzNl1NynlTu,False,1,0.05
Belief,Forced,R_20TcMzNl1NynlTu,True,13,0.65
Belief,Forced,R_210PxWRKSLdfsio,False,11,0.55
Belief,Forced,R_210PxWRKSLdfsio,True,8,0.4
Belief,Forced,R_21hxw0AA2G4Wj8X,False,0,0.0
Belief,Forced,R_21hxw0AA2G4Wj8X,True,13,0.65
Belief,Forced,R_22GhkKq2plx7B0a,False,1,0.05
Belief,Forced,R_22GhkKq2plx7B0a,True,13,0.65
Belief,Forced,R_22R1tXq19pFjppJ,False,0,0.0
Belief,Forced,R_22R1tXq19pFjppJ,True,12,0.6
Belief,Forced,R_22WYDe9Y5OTGlJE,False,20,1.0
Belief,Forced,R_22WYDe9Y5OTGlJE,True,20,1.0
Belief,Forced,R_237FJDljjphVrXG,False,0,0.0
Belief,Forced,R_237FJDljjphVrXG,True,10,0.5
Belief,Forced,R_23VSu1TQZNgaVLp,False,9,0.45
Belief,Forced,R_23VSu1TQZNgaVLp,True,15,0.75
Belief,Forced,R_23WWCPMJBEr6RSo,False,12,0.6
Belief,Forced,R_23WWCPMJBEr6RSo,True,15,0.75
Belief,Forced,R_23adZAE4kUmvqU9,False,12,0.6
Belief,Forced,R_23adZAE4kUmvqU9,True,13,0.65
Belief,Forced,R_24Geyjsead5YKKk,False,7,0.35
Belief,Forced,R_24Geyjsead5YKKk,True,13,0.65
Belief,Forced,R_25GfcD8A7Ak2QPO,False,0,0.0
Belief,Forced,R_25GfcD8A7Ak2QPO,True,11,0.55
Belief,Forced,R_25uAyaI4nAjasQI,False,4,0.2
Belief,Forced,R_25uAyaI4nAjasQI,True,8,0.4
Belief,Forced,R_25yDSIYIl4hA6r6,False,1,0.05
Belief,Forced,R_25yDSIYIl4hA6r6,True,18,0.9
Belief,Forced,R_26o8It1q7cP36dB,False,2,0.1
Belief,Forced,R_26o8It1q7cP36dB,True,15,0.75
Belief,Forced,R_27OpAhyoZEEtFr0,False,11,0.55
Belief,Forced,R_27OpAhyoZEEtFr0,True,11,0.55
Belief,Forced,R_28U1vTCiQtoevI6,False,20,1.0
Belief,Forced,R_28U1vTCiQtoevI6,True,20,1.0
Belief,Forced,R_2B8S5OFH4pK6J9I,False,8,0.4
Belief,Forced,R_2B8S5OFH4pK6J9I,True,12,0.6
Belief,Forced,R_2BgnHMdSsHZQ36h,False,11,0.55
Belief,Forced,R_2BgnHMdSsHZQ36h,True,9,0.45
Belief,Forced,R_2CQiOlP18j1dOQE,False,9,0.45
Belief,Forced,R_2CQiOlP18j1dOQE,True,14,0.7
Belief,Forced,R_2DYbMKhaVZXwDvA,False,4,0.2
Belief,Forced,R_2DYbMKhaVZXwDvA,True,11,0.55
Belief,Forced,R_2E06so0zwGNMmvq,False,20,1.0
Belief,Forced,R_2E06so0zwGNMmvq,True,18,0.9
Belief,Forced,R_2EoefVULqiUS0F4,False,2,0.1
Belief,Forced,R_2EoefVULqiUS0F4,True,19,0.95
Belief,Forced,R_2OHKUGnbKl6M2DH,False,19,0.95
Belief,Forced,R_2OHKUGnbKl6M2DH,True,20,1.0
Belief,Forced,R_2OJxXZl9c9MQUtC,False,20,1.0
Belief,Forced,R_2OJxXZl9c9MQUtC,True,20,1.0
Belief,Forced,R_2P1NPjbeSFAnSTS,False,1,0.05
Belief,Forced,R_2P1NPjbeSFAnSTS,True,13,0.65
Belief,Forced,R_2R8hvTgIHkgxRnC,False,4,0.2
Belief,Forced,R_2R8hvTgIHkgxRnC,True,13,0.65
Belief,Forced,R_2S2Frf8jFZBef5V,False,0,0.0
Belief,Forced,R_2S2Frf8jFZBef5V,True,15,0.75
Belief,Forced,R_2SkN7zdUoMHWjUF,False,1,0.05
Belief,Forced,R_2SkN7zdUoMHWjUF,True,8,0.4
Belief,Forced,R_2TLDFDFtM16b7o8,False,1,0.05
Belief,Forced,R_2TLDFDFtM16b7o8,True,17,0.85
Belief,Forced,R_2Ve8Z6W6WgFhK33,False,1,0.05
Belief,Forced,R_2Ve8Z6W6WgFhK33,True,10,0.5
Belief,Forced,R_2VlQusdPt0mP3At,False,20,1.0
Belief,Forced,R_2VlQusdPt0mP3At,True,20,1.0
Belief,Forced,R_2WA84936XEmtjRf,False,3,0.15
Belief,Forced,R_2WA84936XEmtjRf,True,13,0.65
Belief,Forced,R_2YR5Ja4U8RPQssV,False,0,0.0
Belief,Forced,R_2YR5Ja4U8RPQssV,True,17,0.85
Belief,Forced,R_2YYfuwblxMrD4fQ,False,1,0.05
Belief,Forced,R_2YYfuwblxMrD4fQ,True,12,0.6
Belief,Forced,R_2ZKqMjLDfZw6LEG,False,1,0.05
Belief,Forced,R_2ZKqMjLDfZw6LEG,True,15,0.75
Belief,Forced,R_2cASjbdSpfsiGue,False,20,1.0
Belief,Forced,R_2cASjbdSpfsiGue,True,20,1.0
Belief,Forced,R_2cd2nhzrEAaZihG,False,19,0.95
Belief,Forced,R_2cd2nhzrEAaZihG,True,20,1.0
Belief,Forced,R_2dA55Tso18P28s0,False,20,1.0
Belief,Forced,R_2dA55Tso18P28s0,True,20,1.0
Belief,Forced,R_2fpTekrUBgdrbcc,False,0,0.0
Belief,Forced,R_2fpTekrUBgdrbcc,True,10,0.5
Belief,Forced,R_2i2mZYgquigqszD,False,20,1.0
Belief,Forced,R_2i2mZYgquigqszD,True,20,1.0
Belief,Forced,R_2pSlELGzq07IHHq,False,0,0.0
Belief,Forced,R_2pSlELGzq07IHHq,True,17,0.85
Belief,Forced,R_2q4RkodvCOSHDCY,False,10,0.5
Belief,Forced,R_2q4RkodvCOSHDCY,True,14,0.7
Belief,Forced,R_2sXC6fn7yBN1YPi,False,0,0.0
Belief,Forced,R_2sXC6fn7yBN1YPi,True,13,0.65
Belief,Forced,R_2sd2gR3olTKsDMj,False,4,0.2
Belief,Forced,R_2sd2gR3olTKsDMj,True,13,0.65
Belief,Forced,R_2tnyLsmG6TsmqKB,False,13,0.65
Belief,Forced,R_2tnyLsmG6TsmqKB,True,16,0.8
Belief,Forced,R_2uCofAxKAfdgh9j,False,20,1.0
Belief,Forced,R_2uCofAxKAfdgh9j,True,20,1.0
Belief,Forced,R_2usn4SaHn8LFq8N,False,1,0.05
Belief,Forced,R_2usn4SaHn8LFq8N,True,15,0.75
Belief,Forced,R_2vcu0XZd1h6nJj4,False,2,0.1
Belief,Forced,R_2vcu0XZd1h6nJj4,True,12,0.6
Belief,Forced,R_2w7aoowrCiTtmdv,False,1,0.05
Belief,Forced,R_2w7aoowrCiTtmdv,True,13,0.65
Belief,Forced,R_2wREMPoxWZChMtF,False,0,0.0
Belief,Forced,R_2wREMPoxWZChMtF,True,9,0.45
Belief,Forced,R_2wcdCUzwTjz0AVE,False,2,0.1
Belief,Forced,R_2wcdCUzwTjz0AVE,True,13,0.65
Belief,Forced,R_2xYvUa0EoZPNnRe,False,3,0.15
Belief,Forced,R_2xYvUa0EoZPNnRe,True,15,0.75
Belief,Forced,R_2y48mfECdKEBVUB,False,1,0.05
Belief,Forced,R_2y48mfECdKEBVUB,True,12,0.6
Belief,Forced,R_2yfKLRIf1iBgx0W,False,1,0.05
Belief,Forced,R_2yfKLRIf1iBgx0W,True,11,0.55
Belief,Forced,R_2ysjMh1oXhA05l4,False,2,0.1
Belief,Forced,R_2ysjMh1oXhA05l4,True,18,0.9
Belief,Forced,R_2z6oAKhvkzqBSd4,False,12,0.6
Belief,Forced,R_2z6oAKhvkzqBSd4,True,5,0.25
Belief,Forced,R_2zI66178UEOnNQ8,False,3,0.15
Belief,Forced,R_2zI66178UEOnNQ8,True,6,0.3
Belief,Forced,R_2zUbwHdWOGrXRQL,False,0,0.0
Belief,Forced,R_2zUbwHdWOGrXRQL,True,8,0.4
Belief,Forced,R_2zZSukSUZjdGR9M,False,12,0.6
Belief,Forced,R_2zZSukSUZjdGR9M,True,12,0.6
Belief,Forced,R_31cNxPn4j7Llq5T,False,10,0.5
Belief,Forced,R_31cNxPn4j7Llq5T,True,14,0.7
Belief,Forced,R_3CJfJ27lz81CB2V,False,1,0.05
Belief,Forced,R_3CJfJ27lz81CB2V,True,13,0.65
Belief,Forced,R_3D2zax4gopjWMed,False,2,0.1
Belief,Forced,R_3D2zax4gopjWMed,True,14,0.7
Belief,Forced,R_3D89pxydcznzCS3,False,2,0.1
Belief,Forced,R_3D89pxydcznzCS3,True,19,0.95
Belief,Forced,R_3DvFVJDaYKt8LER,False,20,1.0
Belief,Forced,R_3DvFVJDaYKt8LER,True,20,1.0
Belief,Forced,R_3DvVvfkOufZHpu4,False,20,1.0
Belief,Forced,R_3DvVvfkOufZHpu4,True,20,1.0
Belief,Forced,R_3ERRbIy5ojph4Qc,False,0,0.0
Belief,Forced,R_3ERRbIy5ojph4Qc,True,11,0.55
Belief,Forced,R_3Ebu53kLZeQjpD4,False,3,0.15
Belief,Forced,R_3Ebu53kLZeQjpD4,True,14,0.7
Belief,Forced,R_3Ei1tH4REVa7WQg,False,7,0.35
Belief,Forced,R_3Ei1tH4REVa7WQg,True,10,0.5
Belief,Forced,R_3EtDuTyWRw8KKfO,False,20,1.0
Belief,Forced,R_3EtDuTyWRw8KKfO,True,20,1.0
Belief,Forced,R_3EuIuixy7JPkHJT,False,1,0.05
Belief,Forced,R_3EuIuixy7JPkHJT,True,12,0.6
Belief,Forced,R_3EyYuLHJnwoJIsB,False,0,0.0
Belief,Forced,R_3EyYuLHJnwoJIsB,True,8,0.4
Belief,Forced,R_3F50qxlhVrubr9V,False,0,0.0
Belief,Forced,R_3F50qxlhVrubr9V,True,8,0.4
Belief,Forced,R_3FJtMXqh0x8CT2e,False,13,0.65
Belief,Forced,R_3FJtMXqh0x8CT2e,True,12,0.6
Belief,Forced,R_3GeT9epQMr3DZ1P,False,1,0.05
Belief,Forced,R_3GeT9epQMr3DZ1P,True,17,0.85
Belief,Forced,R_3IQNsNiYgzOtrVt,False,1,0.05
Belief,Forced,R_3IQNsNiYgzOtrVt,True,15,0.75
Belief,Forced,R_3Jld6Jl9xenKKQ0,False,2,0.1
Belief,Forced,R_3Jld6Jl9xenKKQ0,True,15,0.75
Belief,Forced,R_3KBoUaelOJYklqn,False,5,0.25
Belief,Forced,R_3KBoUaelOJYklqn,True,17,0.85
Belief,Forced,R_3KK1wA4X2GUca9P,False,1,0.05
Belief,Forced,R_3KK1wA4X2GUca9P,True,12,0.6
Belief,Forced,R_3KPQA4fRkHJhmw1,False,1,0.05
Belief,Forced,R_3KPQA4fRkHJhmw1,True,15,0.75
Belief,Forced,R_3L0kEOipPjtli5k,False,2,0.1
Belief,Forced,R_3L0kEOipPjtli5k,True,11,0.55
Belief,Forced,R_3L7o2d2MnM37JUi,False,0,0.0
Belief,Forced,R_3L7o2d2MnM37JUi,True,15,0.75
Belief,Forced,R_3LjtHkMJrOLgABo,False,5,0.25
Belief,Forced,R_3LjtHkMJrOLgABo,True,20,1.0
Belief,Forced,R_3MLuzvTWHx3da5v,False,20,1.0
Belief,Forced,R_3MLuzvTWHx3da5v,True,20,1.0
Belief,Forced,R_3MhS8oKwJgaFYih,False,20,1.0
Belief,Forced,R_3MhS8oKwJgaFYih,True,20,1.0
Belief,Forced,R_3NQBPubKFfSkBtP,False,2,0.1
Belief,Forced,R_3NQBPubKFfSkBtP,True,12,0.6
Belief,Forced,R_3P814fSEwZyXvJ0,False,0,0.0
Belief,Forced,R_3P814fSEwZyXvJ0,True,15,0.75
Belief,Forced,R_3PmCS2JJSHfBKWA,False,20,1.0
Belief,Forced,R_3PmCS2JJSHfBKWA,True,13,0.65
Belief,Forced,R_3RwvEtpIXCkaT40,False,1,0.05
Belief,Forced,R_3RwvEtpIXCkaT40,True,7,0.35
Belief,Forced,R_3dE4lKXvYmSzI2J,False,1,0.05
Belief,Forced,R_3dE4lKXvYmSzI2J,True,15,0.75
Belief,Forced,R_3dKfQTLhb9gYqHt,False,6,0.3
Belief,Forced,R_3dKfQTLhb9gYqHt,True,6,0.3
Belief,Forced,R_3eqAbaoK7OWdCeg,False,14,0.7
Belief,Forced,R_3eqAbaoK7OWdCeg,True,14,0.7
Belief,Forced,R_3gYFgI1pq594pz5,False,20,1.0
Belief,Forced,R_3gYFgI1pq594pz5,True,20,1.0
Belief,Forced,R_3iKZ1nywCtGRxyj,False,5,0.25
Belief,Forced,R_3iKZ1nywCtGRxyj,True,9,0.45
Belief,Forced,R_3j1Jat56hqq1LtU,False,2,0.1
Belief,Forced,R_3j1Jat56hqq1LtU,True,4,0.2
Belief,Forced,R_3jUIc1QcqHMEobA,False,20,1.0
Belief,Forced,R_3jUIc1QcqHMEobA,True,20,1.0
Belief,Forced,R_3kMxudQ1jvG171U,False,0,0.0
Belief,Forced,R_3kMxudQ1jvG171U,True,10,0.5
Belief,Forced,R_3lALPpCD5Iwm1mS,False,3,0.15
Belief,Forced,R_3lALPpCD5Iwm1mS,True,13,0.65
Belief,Forced,R_3lAiSnvrL3hezpd,False,0,0.0
Belief,Forced,R_3lAiSnvrL3hezpd,True,14,0.7
Belief,Forced,R_3lL9XiE5EOsl0DH,False,0,0.0
Belief,Forced,R_3lL9XiE5EOsl0DH,True,15,0.75
Belief,Forced,R_3lXDYGgvXR8YwYF,False,9,0.45
Belief,Forced,R_3lXDYGgvXR8YwYF,True,11,0.55
Belief,Forced,R_3mgfyDtxSpErwr0,False,1,0.05
Belief,Forced,R_3mgfyDtxSpErwr0,True,17,0.85
Belief,Forced,R_3mmGeXxASDgqwpj,False,1,0.05
Belief,Forced,R_3mmGeXxASDgqwpj,True,11,0.55
Belief,Forced,R_3mn1yWidrznTeQ1,False,0,0.0
Belief,Forced,R_3mn1yWidrznTeQ1,True,7,0.35
Belief,Forced,R_3niW701okfXGqHn,False,15,0.75
Belief,Forced,R_3niW701okfXGqHn,True,15,0.75
Belief,Forced,R_3njHiJY7AzN9kNO,False,20,1.0
Belief,Forced,R_3njHiJY7AzN9kNO,True,20,1.0
Belief,Forced,R_3nrrkpMUThJgTQd,False,1,0.05
Belief,Forced,R_3nrrkpMUThJgTQd,True,11,0.55
Belief,Forced,R_3oFrch1rmNEldi0,False,17,0.85
Belief,Forced,R_3oFrch1rmNEldi0,True,19,0.95
Belief,Forced,R_3oKFNA4Beh3Jbpr,False,2,0.1
Belief,Forced,R_3oKFNA4Beh3Jbpr,True,16,0.8
Belief,Forced,R_3oMdvSYdMwABfvY,False,10,0.5
Belief,Forced,R_3oMdvSYdMwABfvY,True,15,0.75
Belief,Forced,R_3p2ResAot3tK2Vh,False,0,0.0
Belief,Forced,R_3p2ResAot3tK2Vh,True,4,0.2
Belief,Forced,R_3qfjOy59tuPSCgT,False,17,0.85
Belief,Forced,R_3qfjOy59tuPSCgT,True,16,0.8
Belief,Forced,R_3sgMa6hdya3LkaJ,False,0,0.0
Belief,Forced,R_3sgMa6hdya3LkaJ,True,7,0.35
Belief,Forced,R_3spoouLlZR1QLwr,False,15,0.75
Belief,Forced,R_3spoouLlZR1QLwr,True,14,0.7
Belief,Forced,R_3wnu4VvAVNSygwh,False,1,0.05
Belief,Forced,R_3wnu4VvAVNSygwh,True,6,0.3
Belief,Forced,R_4NtHJOi1tTf1QAN,False,20,1.0
Belief,Forced,R_4NtHJOi1tTf1QAN,True,20,1.0
Belief,Forced,R_4VkyoN1yV17kFNf,False,14,0.7
Belief,Forced,R_4VkyoN1yV17kFNf,True,13,0.65
Belief,Forced,R_56Gpe8VMbARaFvr,False,20,1.0
Belief,Forced,R_56Gpe8VMbARaFvr,True,20,1.0
Belief,Forced,R_5jMYZ6pbalavst3,False,6,0.3
Belief,Forced,R_5jMYZ6pbalavst3,True,16,0.8
Belief,Forced,R_6hZWvPCZ3eYQGWJ,False,1,0.05
Belief,Forced,R_6hZWvPCZ3eYQGWJ,True,12,0.6
Belief,Forced,R_6nbMq9Fjs58Sxu9,False,3,0.15
Belief,Forced,R_6nbMq9Fjs58Sxu9,True,15,0.75
Belief,Forced,R_8C90zDTUxe13Dmp,False,1,0.05
Belief,Forced,R_8C90zDTUxe13Dmp,True,8,0.4
