Group,Condition,ResponseId,veracity,num_yes,prop_yes
Belief,Control,R_27m2TI9sLX9idge,False,2,0.1
Belief,Control,R_27m2TI9sLX9idge,True,13,0.65
Belief,Control,R_29tTNfdh9Qbs4qm,False,7,0.35
Belief,Control,R_29tTNfdh9Qbs4qm,True,17,0.85
Belief,Control,R_2AYXhXLJpJXA3kD,False,4,0.2
Belief,Control,R_2AYXhXLJpJXA3kD,True,15,0.75
Belief,Control,R_2Ba3vuXiDkywmlv,False,0,0.0
Belief,Control,R_2Ba3vuXiDkywmlv,True,10,0.5
Belief,Control,R_2CWEwx5VpW7og4G,False,20,1.0
Belief,Control,R_2CWEwx5VpW7og4G,True,20,1.0
Belief,Control,R_2E6TXHahr8VG58L,False,5,0.25
Belief,Control,R_2E6TXHahr8VG58L,True,16,0.8
Belief,Control,R_2EyiZht7x5mMR6W,False,0,0.0
Belief,Control,R_2EyiZht7x5mMR6W,True,11,0.55
Belief,Control,R_2PbccXYDChGc4PW,False,2,0.1
Belief,Control,R_2PbccXYDChGc4PW,True,18,0.9
Belief,Control,R_2Ph6zsR73wuU2MU,False,1,0.05
Belief,Control,R_2Ph6zsR73wuU2MU,True,14,0.7
Belief,Control,R_2PokclqC9FfeyOR,False,20,1.0
Belief,Control,R_2PokclqC9FfeyOR,True,20,1.0
Belief,Control,R_2PvtwaQ5wV8zXfI,False,8,0.4
Belief,Control,R_2PvtwaQ5wV8zXfI,True,17,0.85
Belief,Control,R_2QEyIditjNQrwI3,False,1,0.05
Belief,Control,R_2QEyIditjNQrwI3,True,14,0.7
Belief,Control,R_2QlbhpBbteF6gwp,False,6,0.3
Belief,Control,R_2QlbhpBbteF6gwp,True,13,0.65
Belief,Control,R_2WOs6P79v8Cs1QC,False,0,0.0
Belief,Control,R_2WOs6P79v8Cs1QC,True,19,0.95
Belief,Control,R_2XaJFRJJcfArk88,False,20,1.0
Belief,Control,R_2XaJFRJJcfArk88,True,19,0.95
Belief,Control,R_2XoAIv79w36vxLI,False,3,0.15
Belief,Control,R_2XoAIv79w36vxLI,True,14,0.7
Belief,Control,R_2YRKuME4Y2bkBcc,False,20,1.0
Belief,Control,R_2YRKuME4Y2bkBcc,True,20,1.0
Belief,Control,R_2YYBti4O0OLNVTQ,False,0,0.0
Belief,Control,R_2YYBti4O0OLNVTQ,True,12,0.6
Belief,Control,R_2YntUXiMwafYE95,False,0,0.0
Belief,Control,R_2YntUXiMwafYE95,True,15,0.75
Belief,Control,R_2Ysob9Stk9OxBiG,False,16,0.8
Belief,Control,R_2Ysob9Stk9OxBiG,True,18,0.9
Belief,Control,R_2YtTMjOfNuHPz2E,False,0,0.0
Belief,Control,R_2YtTMjOfNuHPz2E,True,20,1.0
Belief,Control,R_2ZW78KUtdBv0gCT,False,0,0.0
Belief,Control,R_2ZW78KUtdBv0gCT,True,11,0.55
Belief,Control,R_2ZZXgoV5iG1yaLU,False,2,0.1
Belief,Control,R_2ZZXgoV5iG1yaLU,True,15,0.75
Belief,Control,R_2aS0aPwFuu53ReZ,False,7,0.35
Belief,Control,R_2aS0aPwFuu53ReZ,True,15,0.75
Belief,Control,R_2ayNZM5WXVyjrZU,False,3,0.15
Belief,Control,R_2ayNZM5WXVyjrZU,True,19,0.95
Belief,Control,R_2cpf2wQk5ZIHex2,False,3,0.15
Belief,Control,R_2cpf2wQk5ZIHex2,True,16,0.8
Belief,Control,R_2cwkpsXQyJT53JS,False,0,0.0
Belief,Control,R_2cwkpsXQyJT53JS,True,2,0.1
Belief,Control,R_2dL0liROYkvurxZ,False,20,1.0
Belief,Control,R_2dL0liROYkvurxZ,True,19,0.95
Belief,Control,R_2eWlXMIiaZjBxPv,False,20,1.0
Belief,Control,R_2eWlXMIiaZjBxPv,True,20,1.0
Belief,Control,R_2fE9r00RpcHX92A,False,20,1.0
Belief,Control,R_2fE9r00RpcHX92A,True,20,1.0
Belief,Control,R_2qDlVvI6b43Oarx,False,16,0.8
Belief,Control,R_2qDlVvI6b43Oarx,True,15,0.75
Belief,Control,R_2rMxfDYVJ7ddcG7,False,2,0.1
Belief,Control,R_2rMxfDYVJ7ddcG7,True,16,0.8
Belief,Control,R_2rYKHpUZ3CDAYNK,False,7,0.35
Belief,Control,R_2rYKHpUZ3CDAYNK,True,10,0.5
Belief,Control,R_2rwmebXLVyL0Iqu,False,1,0.05
Belief,Control,R_2rwmebXLVyL0Iqu,True,15,0.75
Belief,Control,R_2sdlQaE5nHtwUid,False,1,0.05
Belief,Control,R_2sdlQaE5nHtwUid,True,9,0.45
Belief,Control,R_2tD0oxQv5yfX70N,False,13,0.65
Belief,Control,R_2tD0oxQv5yfX70N,True,12,0.6
Belief,Control,R_2teOr3RrPnnjiSf,False,1,0.05
Belief,Control,R_2teOr3RrPnnjiSf,True,9,0.45
Belief,Control,R_2v7ZIlVm2jDYwtX,False,3,0.15
Belief,Control,R_2v7ZIlVm2jDYwtX,True,16,0.8
Belief,Control,R_2vjkkjjlqts3DgD,False,20,1.0
Belief,Control,R_2vjkkjjlqts3DgD,True,20,1.0
Belief,Control,R_2w4511dNzMrxCht,False,20,1.0
Belief,Control,R_2w4511dNzMrxCht,True,20,1.0
Belief,Control,R_2wFg1fEjuIK5xra,False,0,0.0
Belief,Control,R_2wFg1fEjuIK5xra,True,13,0.65
Belief,Control,R_2wsHkCofXRqLbRi,False,9,0.45
Belief,Control,R_2wsHkCofXRqLbRi,True,11,0.55
Belief,Control,R_2xS1ESkKHSrwoLV,False,20,1.0
Belief,Control,R_2xS1ESkKHSrwoLV,True,20,1.0
Belief,Control,R_2zD83ngByG0tJnO,False,4,0.2
Belief,Control,R_2zD83ngByG0tJnO,True,13,0.65
Belief,Control,R_2zSd8hZpXyS9QWX,False,0,0.0
Belief,Control,R_2zSd8hZpXyS9QWX,True,13,0.65
Belief,Control,R_30egVbGrYRKGnK5,False,20,1.0
Belief,Control,R_30egVbGrYRKGnK5,True,20,1.0
Belief,Control,R_30wtbrhI8bBxchX,False,20,1.0
Belief,Control,R_30wtbrhI8bBxchX,True,20,1.0
Belief,Control,R_31AvEPxgviLEJ0G,False,1,0.05
Belief,Control,R_31AvEPxgviLEJ0G,True,19,0.95
Belief,Control,R_31EqAgoz8XbYnq2,False,4,0.2
Belief,Control,R_31EqAgoz8XbYnq2,True,15,0.75
Belief,Control,R_31SkB3zxa1zcD3g,False,1,0.05
Belief,Control,R_31SkB3zxa1zcD3g,True,16,0.8
Belief,Control,R_32PlUtxGF7wAIDf,False,1,0.05
Belief,Control,R_32PlUtxGF7wAIDf,True,17,0.85
Belief,Control,R_339BXG75YJ0AQ5L,False,3,0.15
Belief,Control,R_339BXG75YJ0AQ5L,True,11,0.55
Belief,Control,R_37WOqpvdpnsOu41,False,1,0.05
Belief,Control,R_37WOqpvdpnsOu41,True,11,0.55
Belief,Control,R_3CQ1xl0KZ0NTqoS,False,5,0.25
Belief,Control,R_3CQ1xl0KZ0NTqoS,True,19,0.95
Belief,Control,R_3CUkoinR5YCoVxX,False,3,0.15
Belief,Control,R_3CUkoinR5YCoVxX,True,7,0.35
Belief,Control,R_3D6pEwmoxySlmiy,False,4,0.2
Belief,Control,R_3D6pEwmoxySlmiy,True,20,1.0
Belief,Control,R_3DjuIiXxNuFh2vp,False,0,0.0
Belief,Control,R_3DjuIiXxNuFh2vp,True,3,0.15
Belief,Control,R_3EF2EXiHfo0CxFF,False,20,1.0
Belief,Control,R_3EF2EXiHfo0CxFF,True,20,1.0
Belief,Control,R_3ER9zxowdNgeWC0,False,3,0.15
Belief,Control,R_3ER9zxowdNgeWC0,True,4,0.2
Belief,Control,R_3HCFDa8BuAFMRV5,False,1,0.05
Belief,Control,R_3HCFDa8BuAFMRV5,True,10,0.5
Belief,Control,R_3HkbqdhcPRnKwkX,False,0,0.0
Belief,Control,R_3HkbqdhcPRnKwkX,True,12,0.6
Belief,Control,R_3IRfea0VkktrL7Q,False,6,0.3
Belief,Control,R_3IRfea0VkktrL7Q,True,13,0.65
Belief,Control,R_3IWhpGZpjVIbkwf,False,4,0.2
Belief,Control,R_3IWhpGZpjVIbkwf,True,16,0.8
Belief,Control,R_3JFpY1NDvVm5Dk8,False,16,0.8
Belief,Control,R_3JFpY1NDvVm5Dk8,True,16,0.8
Belief,Control,R_3Jq4eabYua9F1Pw,False,9,0.45
Belief,Control,R_3Jq4eabYua9F1Pw,True,11,0.55
Belief,Control,R_3JyHdcGwbKuIVVm,False,1,0.05
Belief,Control,R_3JyHdcGwbKuIVVm,True,13,0.65
Belief,Control,R_3Kr6UNIIjz6Ql7X,False,20,1.0
Belief,Control,R_3Kr6UNIIjz6Ql7X,True,20,1.0
Belief,Control,R_3Ky0dG5xlDVkhBk,False,0,0.0
Belief,Control,R_3Ky0dG5xlDVkhBk,True,18,0.9
Belief,Control,R_3L0TBvDvEfST2tQ,False,1,0.05
Belief,Control,R_3L0TBvDvEfST2tQ,True,18,0.9
Belief,Control,R_3LjuYd8PZEMjyoi,False,7,0.35
Belief,Control,R_3LjuYd8PZEMjyoi,True,16,0.8
Belief,Control,R_3MDlSsmedwmBHiq,False,6,0.3
Belief,Control,R_3MDlSsmedwmBHiq,True,16,0.8
Belief,Control,R_3MR4p7oZJnIRrtV,False,2,0.1
Belief,Control,R_3MR4p7oZJnIRrtV,True,4,0.2
Belief,Control,R_3MxoKuBv4IIQIKX,False,1,0.05
Belief,Control,R_3MxoKuBv4IIQIKX,True,19,0.95
Belief,Control,R_3NUiOkRraF9c4ie,False,5,0.25
Belief,Control,R_3NUiOkRraF9c4ie,True,8,0.4
Belief,Control,R_3NwcsKkmVbMnpcC,False,20,1.0
Belief,Control,R_3NwcsKkmVbMnpcC,True,19,0.95
Belief,Control,R_3O1SkBksS0ZtowP,False,4,0.2
Belief,Control,R_3O1SkBksS0ZtowP,True,17,0.85
Belief,Control,R_3O8u5MhJfRHu1qR,False,20,1.0
Belief,Control,R_3O8u5MhJfRHu1qR,True,20,1.0
Belief,Control,R_3QW20BOfIZxvGV3,False,0,0.0
Belief,Control,R_3QW20BOfIZxvGV3,True,20,1.0
Belief,Control,R_3R2YS2biP90ngBp,False,2,0.1
Belief,Control,R_3R2YS2biP90ngBp,True,14,0.7
Belief,Control,R_3R3YZDZrJr0P5cg,False,0,0.0
Belief,Control,R_3R3YZDZrJr0P5cg,True,2,0.1
Belief,Control,R_3dGQAcRNqb030HR,False,0,0.0
Belief,Control,R_3dGQAcRNqb030HR,True,18,0.9
Belief,Control,R_3dVQj1NDFnyr5Lt,False,2,0.1
Belief,Control,R_3dVQj1NDFnyr5Lt,True,17,0.85
Belief,Control,R_3eq9JBRrp0DeZ9b,False,11,0.55
Belief,Control,R_3eq9JBRrp0DeZ9b,True,17,0.85
Belief,Control,R_3fJA8N3YIN7i26J,False,12,0.6
Belief,Control,R_3fJA8N3YIN7i26J,True,15,0.75
Belief,Control,R_3fqspgzGPuSHELB,False,2,0.1
Belief,Control,R_3fqspgzGPuSHELB,True,13,0.65
Belief,Control,R_3g6mHD8BsOnyotF,False,16,0.8
Belief,Control,R_3g6mHD8BsOnyotF,True,13,0.65
Belief,Control,R_3g8eEL4EE6DrleQ,False,2,0.1
Belief,Control,R_3g8eEL4EE6DrleQ,True,5,0.25
Belief,Control,R_3gSeRrxAvMJ4EUr,False,1,0.05
Belief,Control,R_3gSeRrxAvMJ4EUr,True,15,0.75
Belief,Control,R_3gYtPMK8i36et6e,False,0,0.0
Belief,Control,R_3gYtPMK8i36et6e,True,7,0.35
Belief,Control,R_3h3kETWFkIZ6mIb,False,3,0.15
Belief,Control,R_3h3kETWFkIZ6mIb,True,15,0.75
Belief,Control,R_3hEXVRamQe6qunj,False,5,0.25
Belief,Control,R_3hEXVRamQe6qunj,True,14,0.7
Belief,Control,R_3iJAWIO0lFzxcix,False,0,0.0
Belief,Control,R_3iJAWIO0lFzxcix,True,0,0.0
Belief,Control,R_3iyd3J4oxID4eLX,False,10,0.5
Belief,Control,R_3iyd3J4oxID4eLX,True,14,0.7
Belief,Control,R_3j0DJxs3fYwYxG2,False,4,0.2
Belief,Control,R_3j0DJxs3fYwYxG2,True,13,0.65
Belief,Control,R_3kijP3g3eVoMAXy,False,20,1.0
Belief,Control,R_3kijP3g3eVoMAXy,True,20,1.0
Belief,Control,R_3lKPakzZDDRj6L0,False,1,0.05
Belief,Control,R_3lKPakzZDDRj6L0,True,17,0.85
Belief,Control,R_3nGY2XQGMqf7ukc,False,7,0.35
Belief,Control,R_3nGY2XQGMqf7ukc,True,16,0.8
Belief,Control,R_3nIMXnnr7htUNKU,False,15,0.75
Belief,Control,R_3nIMXnnr7htUNKU,True,19,0.95
Belief,Control,R_3nMnD8BoVs4juFU,False,2,0.1
Belief,Control,R_3nMnD8BoVs4juFU,True,16,0.8
Belief,Control,R_3nT6T76ZN0bwgLS,False,2,0.1
Belief,Control,R_3nT6T76ZN0bwgLS,True,8,0.4
Belief,Control,R_3nrvAwisudykOx9,False,2,0.1
Belief,Control,R_3nrvAwisudykOx9,True,13,0.65
Belief,Control,R_3oTIzNFgDw1yk6T,False,7,0.35
Belief,Control,R_3oTIzNFgDw1yk6T,True,10,0.5
Belief,Control,R_3p2SCBfNEGUMRKV,False,3,0.15
Belief,Control,R_3p2SCBfNEGUMRKV,True,7,0.35
Belief,Control,R_3po4AXE4u4YgkHJ,False,10,0.5
Belief,Control,R_3po4AXE4u4YgkHJ,True,16,0.8
Belief,Control,R_3q8TXqHGrsfbLJw,False,5,0.25
Belief,Control,R_3q8TXqHGrsfbLJw,True,8,0.4
Belief,Control,R_3qWmiWH4OIoutAV,False,1,0.05
Belief,Control,R_3qWmiWH4OIoutAV,True,6,0.3
Belief,Control,R_3qmqbUhdLIrC6oM,False,1,0.05
Belief,Control,R_3qmqbUhdLIrC6oM,True,3,0.15
Belief,Control,R_3rJq08ewA3DZo1L,False,20,1.0
Belief,Control,R_3rJq08ewA3DZo1L,True,20,1.0
Belief,Control,R_3rNYvKoNyh0eyLM,False,1,0.05
Belief,Control,R_3rNYvKoNyh0eyLM,True,6,0.3
Belief,Control,R_3sixgDdbbqCcejY,False,0,0.0
Belief,Control,R_3sixgDdbbqCcejY,True,12,0.6
Belief,Control,R_3snSceUACabjODF,False,19,0.95
Belief,Control,R_3snSceUACabjODF,True,20,1.0
Belief,Control,R_5vU3SZJ4gXzNYSR,False,0,0.0
Belief,Control,R_5vU3SZJ4gXzNYSR,True,7,0.35
Belief,Control,R_6MtvAdy4MdUXzEZ,False,3,0.15
Belief,Control,R_6MtvAdy4MdUXzEZ,True,15,0.75
Belief,Control,R_6lNv6rmSZm8Dfz3,False,0,0.0
Belief,Control,R_6lNv6rmSZm8Dfz3,True,13,0.65
Belief,Control,R_6tfVM9s8nsOXual,False,4,0.2
Belief,Control,R_6tfVM9s8nsOXual,True,11,0.55
Belief,Control,R_77gwYdT30my4mXv,False,14,0.7
Belief,Control,R_77gwYdT30my4mXv,True,12,0.6
Belief,Control,R_8ImiSHkKyj0Xb8t,False,0,0.0
Belief,Control,R_8ImiSHkKyj0Xb8t,True,19,0.95
Belief,Control,R_8rjKGYyemynpTnH,False,3,0.15
Belief,Control,R_8rjKGYyemynpTnH,True,12,0.6
Belief,Control,R_9BLhilxhWXhagZr,False,20,1.0
Belief,Control,R_9BLhilxhWXhagZr,True,20,1.0
Belief,Control,R_ALQEVn42eOwYAzn,False,0,0.0
Belief,Control,R_ALQEVn42eOwYAzn,True,0,0.0
Belief,Control,R_AM2MF52Afn4sng5,False,4,0.2
Belief,Control,R_AM2MF52Afn4sng5,True,1,0.05
Belief,Control,R_Aioos9cJ1TURSc9,False,2,0.1
Belief,Control,R_Aioos9cJ1TURSc9,True,17,0.85
Belief,Control,R_Ao0DKMqBJIl16g1,False,16,0.8
Belief,Control,R_Ao0DKMqBJIl16g1,True,14,0.7
Belief,Control,R_O2yMp9XOIsB85Zn,False,2,0.1
Belief,Control,R_O2yMp9XOIsB85Zn,True,20,1.0
Belief,Control,R_O9feztrFSKXGKhb,False,0,0.0
Belief,Control,R_O9feztrFSKXGKhb,True,8,0.4
Belief,Control,R_ONcPuiyO65avCql,False,13,0.65
Belief,Control,R_ONcPuiyO65avCql,True,19,0.95
Belief,Control,R_OfmikPVoWaYfvDb,False,3,0.15
Belief,Control,R_OfmikPVoWaYfvDb,True,11,0.55
Belief,Control,R_PCA5fQtUrUoI2zv,False,0,0.0
Belief,Control,R_PCA5fQtUrUoI2zv,True,12,0.6
Belief,Control,R_QfVWoarDFDZPdOp,False,1,0.05
Belief,Control,R_QfVWoarDFDZPdOp,True,20,1.0
Belief,Control,R_QiuDRgYBEIJ4AGl,False,1,0.05
Belief,Control,R_QiuDRgYBEIJ4AGl,True,17,0.85
Belief,Control,R_RDKSus88HqWZuAp,False,0,0.0
Belief,Control,R_RDKSus88HqWZuAp,True,9,0.45
Belief,Control,R_RhiQx2F226xcT0R,False,19,0.95
Belief,Control,R_RhiQx2F226xcT0R,True,19,0.95
Belief,Control,R_RqRP0gbl3ncZYGJ,False,6,0.3
Belief,Control,R_RqRP0gbl3ncZYGJ,True,16,0.8
Belief,Control,R_Rw9DgD1YRbsmpxL,False,1,0.05
Belief,Control,R_Rw9DgD1YRbsmpxL,True,10,0.5
Belief,Control,R_SCTIJpHYMkyl4ad,False,20,1.0
Belief,Control,R_SCTIJpHYMkyl4ad,True,20,1.0
Belief,Control,R_SHUubxwcbiMSemB,False,0,0.0
Belief,Control,R_SHUubxwcbiMSemB,True,17,0.85
Belief,Control,R_Td4zADzVtioK4g1,False,5,0.25
Belief,Control,R_Td4zADzVtioK4g1,True,19,0.95
Belief,Control,R_U9XWSbtRFXNfm93,False,0,0.0
Belief,Control,R_U9XWSbtRFXNfm93,True,11,0.55
Belief,Control,R_UH1DFlXD9JNJB4J,False,2,0.1
Belief,Control,R_UH1DFlXD9JNJB4J,True,17,0.85
Belief,Control,R_UchpxYkTRe5j8Yx,False,3,0.15
Belief,Control,R_UchpxYkTRe5j8Yx,True,16,0.8
Belief,Control,R_VPfKi3gJIKpSs1P,False,2,0.1
Belief,Control,R_VPfKi3gJIKpSs1P,True,17,0.85
Belief,Control,R_WBhq1WzAw824f9n,False,1,0.05
Belief,Control,R_WBhq1WzAw824f9n,True,9,0.45
Belief,Control,R_XTJrfOs9RO0shYl,False,2,0.1
Belief,Control,R_XTJrfOs9RO0shYl,True,19,0.95
Belief,Control,R_Y3pt2LJbZB1rBLP,False,6,0.3
Belief,Control,R_Y3pt2LJbZB1rBLP,True,13,0.65
Belief,Control,R_YWZmxm3K0yyX6i5,False,0,0.0
Belief,Control,R_YWZmxm3K0yyX6i5,True,11,0.55
Belief,Control,R_ZJhK3QuOELS2FTr,False,1,0.05
Belief,Control,R_ZJhK3QuOELS2FTr,True,13,0.65
Belief,Control,R_ZxUYVoRf393AHDP,False,3,0.15
Belief,Control,R_ZxUYVoRf393AHDP,True,12,0.6
Belief,Control,R_bEf0rqcJ6BEsv8l,False,1,0.05
Belief,Control,R_bEf0rqcJ6BEsv8l,True,12,0.6
